"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
50	0.6002468	0.3244382	0.5334166	0.5780910	0.3215700	0.5792213	0.1969237	0.2273246	0.1007062	0.7373858
100	0.5996534	0.3704529	0.6699000	0.7789724	0.2440153	0.6362916	0.1483060	0.3610969	0.1765134	0.7911704
150	0.5878021	0.3695170	0.5227305	0.6542239	0.1481385	0.6058268	0.0960145	0.5017969	0.1050899	0.8407373
200	0.6719352	0.4240768	0.4253200	0.6386969	0.1241983	0.5800799	0.0718353	0.5886918	0.1597598	0.7528345
250	0.6609712	0.2475645	0.4346852	0.7059232	0.2624503	0.4838829	0.0549830	0.5917666	0.1163154	0.6811290
300	0.6517612	0.2455360	0.6464849	0.7628584	0.2841858	0.3975416	0.0139404	0.6401586	0.1544001	0.7377842
350	0.7380679	0.1024696	0.6054361	0.7600410	0.1622508	0.2737301	0.0405286	0.6163632	0.1510973	0.6755926
400	0.5295281	0.0793591	0.5371837	0.6516549	0.1798823	0.2557463	0.0306585	0.5030741	0.1632809	0.7079319
450	0.3458339	0.0353320	0.5677076	0.5284217	0.2294236	0.1883119	0.0166773	0.5381703	0.1426267	0.6664209
500	0.1254703	0.0323330	0.6607724	0.6974682	0.3208571	0.1600887	0.0217751	0.4405243	0.1554707	0.7291307
550	0.0974450	0.0415331	0.5633505	0.2411144	0.2933817	0.2203434	0.0279804	0.5789753	0.1761436	0.7983414
600	0.0478728	0.0443233	0.6603696	0.2407019	0.3247230	0.2140755	0.0395532	0.4385838	0.1744314	0.6108476
650	0.0650349	0.0243806	0.6359516	0.2263169	0.3117733	0.1802978	0.0754839	0.3871424	0.1460781	0.7004224
700	0.0610857	0.0414510	0.6502162	0.1611407	0.3001864	0.2089357	0.0723061	0.3011217	0.1325194	0.6952479
750	0.1013561	0.0496687	0.5272348	0.2390771	0.2823617	0.2130823	0.1006257	0.3678621	0.1207810	0.7315859
800	0.0511918	0.0280205	0.6406657	0.1302628	0.3065920	0.2656237	0.0556130	0.3258902	0.1601463	0.7981440
850	0.1161448	0.0298295	0.6330796	0.1567021	0.2433695	0.3192457	0.0963855	0.2852628	0.1197149	0.7069713
900	0.0709981	0.0412719	0.6344088	0.1666539	0.2167097	0.4661272	0.1518655	0.3274596	0.1634041	0.8272023
950	0.0534562	0.0947504	0.6094840	0.1715638	0.2128526	0.4888496	0.1439442	0.2541744	0.1085928	0.8181858
1000	0.0498497	0.0950724	0.4721719	0.0769298	0.1797995	0.4838590	0.1099313	0.3457099	0.1251704	0.7441557

0	0.6862434	0.4458611	0.3595069	0.0628938	0.1620456	0.6264552	0.1402731	0.2205419	0.1606684	0.6639714
50	0.7504542	0.4333385	0.3541465	0.0639152	0.3010755	0.5727353	0.1497148	0.2888318	0.1241463	0.7041552
100	0.6924054	0.5205347	0.6219302	0.0926501	0.2867044	0.6572798	0.2010614	0.2597019	0.1199125	0.6200700
150	0.6786402	0.5392103	0.5371303	0.1195663	0.2208540	0.7150530	0.1803886	0.3072859	0.1382006	0.7323625
200	0.8843437	0.5232736	0.5540948	0.1091668	0.1629255	0.6244148	0.1965933	0.2303319	0.1328507	0.7310596
250	0.6881169	0.4200405	0.5307252	0.1182281	0.1958614	0.5410187	0.1827968	0.2344767	0.1474957	0.7147790
300	0.7017419	0.4916281	0.5604032	0.0975585	0.2532247	0.6008185	0.1394256	0.2119179	0.0979910	0.8658636
350	0.7708204	0.5130379	0.4713181	0.0933143	0.1687503	0.6346736	0.1672054	0.2201681	0.1115725	0.7219668
400	0.8138225	0.6840730	0.3666383	0.1049163	0.2305247	0.6681399	0.1700630	0.2095764	0.1683723	0.7215816
450	0.6588625	0.5534194	0.6249801	0.1435138	0.2220557	0.5484293	0.1543110	0.3183417	0.0994283	0.7478589
500	0.7277499	0.4175654	0.5430517	0.1649182	0.1097666	0.6355300	0.1808523	0.2134850	0.1344780	0.7514560
550	0.7490113	0.3060651	0.3391432	0.0339380	0.2950801	0.5801231	0.1492893	0.1777275	0.1389556	0.7227807
600	0.8324526	0.3020738	0.5349466	0.0899946	0.3425453	0.5061753	0.1766316	0.2294389	0.1606947	0.7480630
650	0.6451172	0.2419023	0.6779362	0.1542598	0.1936110	0.5512553	0.1905566	0.3118383	0.1624975	0.6218744
700	0.5997910	0.2942027	0.4702656	0.1657235	0.1349746	0.5748876	0.2277937	0.3526584	0.1068016	0.8221320
750	0.5595651	0.2728527	0.4199272	0.0906926	0.1968938	0.5836604	0.1504653	0.3974352	0.1300897	0.7647498
800	0.6765020	0.3766109	0.5697037	0.0955979	0.2920809	0.6341692	0.1281342	0.2562152	0.1076472	0.7166621
850	0.5289088	0.3095914	0.5719837	0.1699740	0.2324944	0.5721434	0.1405385	0.3148578	0.1175361	0.7491174
900	0.5820609	0.2310181	0.4734106	0.0951749	0.1912201	0.6349582	0.1876079	0.2550331	0.1117976	0.8110857
950	0.6439041	0.4493843	0.5370348	0.0841275	0.1749040	0.6370915	0.2652232	0.2806559	0.1100167	0.8414528
1000	0.7310720	0.3341485	0.7382899	0.1138536	0.2329805	0.7172095	0.2457577	0.3158159	0.1611479	0.7927758

0	0.6683041	0.3224178	0.4275284	0.0714804	0.2048393	0.6138095	0.1776003	0.2930576	0.1336800	0.8455536
50	0.5990152	0.3124953	0.4805125	0.0737002	0.1927597	0.5743064	0.1454042	0.2408920	0.1496142	0.7263241
100	0.6213485	0.3671595	0.5183999	0.1275219	0.2232270	0.7573830	0.1935140	0.2273429	0.1299782	0.5883097
150	0.6248996	0.3698196	0.5484625	0.1114456	0.1818046	0.7158264	0.1430152	0.2373743	0.1365912	0.7493220
200	0.7247966	0.3682849	0.4420813	0.0790664	0.2410718	0.7091158	0.1354263	0.2592093	0.1807888	0.6379884
250	0.7028365	0.4166562	0.6125520	0.1481774	0.2589798	0.5616642	0.1156425	0.3499202	0.1631004	0.7952115
300	0.6687018	0.3275143	0.5727588	0.1353433	0.2135116	0.5553080	0.0997514	0.1936274	0.2182802	0.8480550
350	0.7097453	0.3214283	0.3709735	0.1340039	0.2344884	0.6156635	0.1661292	0.2926078	0.1356377	0.7261250
400	0.7350394	0.3318415	0.5518134	0.0582047	0.1618747	0.7221400	0.1496727	0.3424805	0.1093827	0.6941627
450	0.6830787	0.3490975	0.6057310	0.1509801	0.2862228	0.5274879	0.1598877	0.2584310	0.1390454	0.6855586
500	0.6596584	0.3153438	0.5849218	0.1612469	0.1462879	0.5839458	0.1494827	0.2634700	0.1697706	0.6602536
550	0.7417426	0.3403247	0.5145378	0.0967755	0.1725976	0.5843098	0.1115870	0.2093782	0.1877317	0.8405173
600	0.6248141	0.3245340	0.4362743	0.1252008	0.3477536	0.5627884	0.1290965	0.3023408	0.1138836	0.7856323
650	0.6903372	0.2105623	0.5887253	0.1653932	0.2761557	0.6410762	0.1095058	0.2878111	0.1606323	0.7570663
700	0.5988657	0.2217487	0.5050101	0.1451676	0.2200660	0.5189297	0.1640196	0.2678740	0.0945446	0.6930475
750	0.6298811	0.2541501	0.5924101	0.1308149	0.1795903	0.6589136	0.1124706	0.1870311	0.1463450	0.6484567
800	0.5746957	0.2989924	0.3808705	0.1170103	0.2014411	0.6741868	0.1584330	0.2854978	0.1661951	0.7423655
850	0.7091232	0.3584209	0.4824680	0.0991282	0.2265743	0.6780937	0.1431330	0.2306950	0.1594998	0.7903691
900	0.6312239	0.3113104	0.4518221	0.0974620	0.3041591	0.5936898	0.2058926	0.2711548	0.1105406	0.8832283
950	0.5791304	0.3147441	0.4962854	0.1292962	0.1569891	0.6469337	0.2386737	0.2824030	0.1375954	0.7142687
1000	0.7292990	0.4444025	0.4872105	0.0830453	0.1736736	0.6433764	0.1620187	0.3056489	0.1810274	0.7291576

0	0.7139613	0.3338080	0.3852780	0.0883795	0.2202099	0.7754985	0.1405989	0.3195853	0.1142645	0.7027013
50	0.8118099	0.3373170	0.3638796	0.0682149	0.1511372	0.6014427	0.1484540	0.1447326	0.1522698	0.7151249
100	0.7263027	0.4482902	0.4985864	0.1100337	0.2088445	0.4720672	0.2325578	0.2460555	0.1336646	0.6746001
150	0.7421437	0.2639084	0.5210541	0.1029340	0.1928983	0.6054396	0.2850585	0.1389606	0.1248326	0.8053521
200	0.6130388	0.2805649	0.3886160	0.0723619	0.1298036	0.5915632	0.4569483	0.1765228	0.1915447	0.5817038
250	0.6012291	0.3616852	0.4136751	0.1079297	0.1716637	0.6647279	0.5074313	0.2744523	0.1937372	0.6920829
300	0.5850562	0.3536463	0.4285737	0.1058003	0.1397632	0.8135062	0.4867263	0.1483021	0.2112122	0.7001725
350	0.6375400	0.4472091	0.5545814	0.1119726	0.3062158	0.7423168	0.5055116	0.1334388	0.2858180	0.6289673
400	0.6500081	0.6045463	0.4398961	0.1154264	0.1708169	0.7701956	0.5801923	0.1061200	0.1346093	0.7304154
450	0.6625648	0.4454387	0.4573294	0.0634595	0.1586124	0.7018037	0.3515547	0.1266892	0.1684389	0.7506560
500	0.5570818	0.5295792	0.3385416	0.0755305	0.2423314	0.6149258	0.3872385	0.1272422	0.1330230	0.7997023
550	0.8003597	0.5197255	0.6161208	0.1128597	0.2600588	0.6593216	0.3693365	0.2233474	0.1787762	0.5281343
600	0.7406988	0.5980402	0.5222849	0.1045580	0.1604190	0.7059280	0.3338628	0.2532968	0.1520637	0.5985087
650	0.6510858	0.5514810	0.5069589	0.0825164	0.1745110	0.7535614	0.2907615	0.2361896	0.1245708	0.6977711
700	0.7522395	0.5216114	0.6276227	0.0995369	0.2528560	0.5757701	0.2112275	0.2667092	0.1856380	0.6583201
750	0.6007467	0.4236184	0.6720868	0.1906391	0.1926681	0.5785511	0.1805358	0.2450412	0.1953330	0.7002761
800	0.7591923	0.4943437	0.4576273	0.1155567	0.2261317	0.7646026	0.3034792	0.2270252	0.1381783	0.7307069
850	0.8099275	0.3796849	0.3952539	0.1050888	0.2194854	0.6051166	0.1956435	0.2474425	0.1487938	0.8352351
900	0.6626812	0.3577750	0.6263527	0.1362402	0.2765461	0.6886655	0.1650103	0.2801272	0.1362542	0.7841330
950	0.6557320	0.2731237	0.6861206	0.1301404	0.1719745	0.6427558	0.1677292	0.3158611	0.1452221	0.7772266
1000	0.6609143	0.4161891	0.2731271	0.1363470	0.2267234	0.5884587	0.1666894	0.2659477	0.1057412	0.8126120

0	0.7720285	0.4127514	0.3962617	0.0903746	0.2176204	0.5875818	0.2221359	0.2709970	0.1973978	0.6907179
50	0.7281717	0.3261752	0.3991898	0.0627947	0.0655344	0.6320353	0.1908319	0.3255262	0.1099717	0.6715958
100	0.7062453	0.3954977	0.1721679	0.0271942	0.0522246	0.8133550	0.2052248	0.2659880	0.1169122	0.8908815
150	0.6963783	0.4732187	0.1664327	0.0129184	0.0913837	0.7842349	0.1803525	0.2537521	0.1106013	0.7144048
200	0.6015124	0.5525104	0.1910274	0.0676559	0.0637171	0.7508264	0.1871684	0.2525223	0.1608728	0.7642341
250	0.7382137	0.5779742	0.1952871	0.0430303	0.0979673	0.6467873	0.1482409	0.2231864	0.1498711	0.6857203
300	0.7923225	0.5595125	0.2548733	0.0288672	0.0556565	0.7780944	0.1840501	0.2177374	0.1868630	0.7707907
350	0.6031440	0.5084606	0.1356126	0.0127098	0.0493677	0.7620747	0.2877220	0.1897592	0.1175980	0.7600536
400	0.7892698	0.5345851	0.1714085	0.0217387	0.0576300	0.6497888	0.1947476	0.3171613	0.1355947	0.7717965
450	0.6342280	0.5831618	0.2100670	0.0053252	0.0464634	0.7471360	0.1945576	0.2698553	0.1399155	0.7925009
500	0.7299637	0.5680726	0.1654033	0.0243487	0.0793512	0.7185185	0.1937883	0.2493290	0.1748065	0.7905939
550	0.6771379	0.4730850	0.5010208	0.1591670	0.5385135	0.7923492	0.2266967	0.2374421	0.1680280	0.8550093
600	0.8081873	0.4868652	0.7269110	0.1963037	0.2925531	0.7439377	0.1662446	0.2141724	0.1126002	0.6904644
650	0.7545881	0.5483217	0.6968626	0.2295694	0.2095914	0.5393970	0.2874685	0.2758765	0.0946554	0.7175269
700	0.7303319	0.3733355	0.5228169	0.0789715	0.1326052	0.7659649	0.1742269	0.2927865	0.1348545	0.7640450
750	0.6972987	0.2865104	0.3550655	0.0600763	0.1641702	0.7125069	0.1566360	0.2940526	0.0833289	0.7023499
800	0.6459650	0.3466020	0.5793257	0.1496381	0.2817363	0.7337363	0.2388454	0.2560005	0.1644914	0.8074636
850	0.7194454	0.5373228	0.5234876	0.1302604	0.2338619	0.6608339	0.1860304	0.2661211	0.1481134	0.7259805
900	0.6195758	0.3320201	0.4645163	0.1053650	0.1439213	0.5455982	0.1747065	0.2571203	0.1145375	0.7528925
950	0.7379602	0.2703729	0.3810756	0.1021811	0.2520827	0.5828994	0.1130841	0.3134444	0.1534990	0.6881038
1000	0.6374185	0.1898993	0.4875411	0.1091633	0.2711079	0.5940766	0.1341718	0.2267601	0.0936824	0.7430598
