"Time"	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
350	0.0106657	0.5720866	0.6152100	0.7183922	0.8219780	0.4361474	0.2631899	0.6716991	0.5114367	0.2828254
400	0.0095605	0.5548344	0.6069495	0.7718615	0.9084325	0.3778017	0.3051800	0.6266276	0.6127354	0.3549971
450	0.0154147	0.6523774	0.6290176	0.6774860	0.8416600	0.3729538	0.3909628	0.6271026	0.4663623	0.3339095
500	0.0177724	0.5532048	0.5693379	0.6774690	0.8056097	0.3551287	0.3174660	0.7510728	0.5258457	0.3623330
550	0.0057525	0.5198752	0.3869097	0.6558000	0.7629772	0.5715699	0.3014591	0.5627394	0.5164107	0.3018477
600	0.0043718	0.5480789	0.4356743	0.8375850	0.7388243	0.5001866	0.3987377	0.5858536	0.4573599	0.2614323
650	0.0046497	0.6611428	0.3262013	0.7368706	0.8033250	0.4433381	0.3901984	0.6947023	0.4318794	0.3417770
700	0.0257618	0.5435777	0.3680806	0.8151136	0.9572055	0.5067496	0.3411604	0.7026293	0.4360170	0.3160948
750	0.0072356	0.5332570	0.3957119	0.8135335	0.8099611	0.4913177	0.3462762	0.6980675	0.5240044	0.3227781
800	0.0314793	0.5573129	0.4132388	0.7601481	0.7982726	0.4604613	0.4803490	0.6582196	0.4480387	0.3898412
850	0.0059696	0.5921402	0.2941113	0.6596554	0.8432325	0.3912631	0.3558752	0.5879916	0.4937823	0.3242468
900	0.0194042	0.4846989	0.4157994	0.7265554	0.6431068	0.4157432	0.4285213	0.6429993	0.3623757	0.2712460
950	0.0087308	0.5069327	0.3858666	0.6845478	0.7558370	0.4954273	0.3581282	0.7474268	0.4652288	0.3727383
1000	0.0087097	0.6121478	0.3391968	0.7284928	0.8798486	0.4183168	0.3274708	0.5678194	0.4250928	0.3337538

0	0.0243259	0.6458677	0.3504772	0.6478001	0.7312714	0.4773936	0.3395164	0.6703726	0.3587365	0.3102664
50	0.0042294	0.6106100	0.5783492	0.7162112	0.7388133	0.4482916	0.3333902	0.7448767	0.4840876	0.2659743
100	0.0090384	0.6928278	0.6200859	0.7520820	1.0000000	0.3230390	0.3452257	0.6076502	0.6280734	0.3406966
150	0.0012663	0.6893646	0.6380153	0.8436605	0.8008393	0.5412728	0.4032902	0.7676912	0.4141835	0.2816317
200	0.0102231	0.6284108	0.6032625	0.6737124	0.7622893	0.4392564	0.2707106	0.6373065	0.6061244	0.3575331
250	0.0039945	0.8141307	0.7259012	0.7525618	0.6683961	0.4811411	0.3909115	0.5729075	0.4608840	0.4104749
300	0.0002894	0.8433790	0.6499438	0.5941322	0.8662113	0.4087639	0.3276714	0.7464077	0.4764053	0.3049211
350	0.0029148	0.6432959	0.7027938	0.6734727	0.7178187	0.4171431	0.3274557	0.7096039	0.4251563	0.3207017
400	0.0019168	0.6647275	0.6684229	0.6442125	0.6917945	0.3604948	0.2672523	0.7226906	0.4388397	0.3080893
450	0.0007859	0.6119968	0.6320956	0.7795861	0.8195239	0.3833271	0.2501276	0.6945208	0.3969977	0.3380232
500	0.0021884	0.8511299	0.6614122	0.6361257	0.6409120	0.4276676	0.4705356	0.7191049	0.3783748	0.2948406
550	0.0227998	0.7725106	0.3077270	0.6673609	0.7508060	0.4105775	0.4161934	0.6063808	0.4851266	0.3268314
600	0.0064162	0.6721699	0.3656280	0.6053944	0.7302546	0.4807559	0.3712702	0.6172563	0.4125261	0.3755854
650	0.0030050	0.5962483	0.2746882	0.7598347	0.7029417	0.4825621	0.4361756	0.6136507	0.4053138	0.3938753
700	0.0158961	0.5705233	0.4196795	0.7146246	0.6232738	0.4777078	0.4488054	0.7607257	0.4898245	0.3244185
750	0.0190739	0.5495932	0.2968491	0.7448814	0.7583348	0.4625559	0.3425319	0.5889155	0.5273530	0.3069373
800	0.0313382	0.5268750	0.4014565	0.7147428	0.7927010	0.4577018	0.3766087	0.6509787	0.4403371	0.3113611
850	0.0109442	0.5082592	0.4150470	0.6858902	0.7902524	0.5810945	0.5019360	0.5885620	0.5153771	0.3527772
900	0.0205463	0.5484656	0.3461916	0.6222663	0.7183218	0.4765158	0.3127165	0.7109382	0.4389872	0.2663125
950	0.0088410	0.6185308	0.4549213	0.7228535	0.6822592	0.4919279	0.5437171	0.6462093	0.4190351	0.3058835
1000	0.0120916	0.6374038	0.4260196	0.7610387	0.6509566	0.4982315	0.4665148	0.5987253	0.4349593	0.2540930

0	0.0160452	0.5640117	0.3384261	0.6796690	0.7762861	0.4822738	0.4124756	0.6928852	0.4866718	0.3410687
50	0.0046456	0.5408898	0.6545439	0.8079254	0.7068912	0.4856334	0.3768119	0.6776779	0.4973782	0.3165254
100	0.0000000	0.5433558	0.5715242	0.9016739	0.7445232	0.4607209	0.3686358	0.5944112	0.3428023	0.4083768
150	0.0010040	0.4932030	0.6314030	0.7408547	0.7319435	0.5101944	0.4127235	0.7680123	0.4949329	0.3842791
200	0.0023003	0.6589714	0.6545466	0.7416142	0.7836043	0.4199508	0.3007549	0.7980631	0.5670383	0.3048299
250	0.0021874	0.6669803	0.6656768	0.7148097	0.7714947	0.3927162	0.2338148	0.6144640	0.4503444	0.2832345
300	0.0006231	0.6467313	0.6667059	0.7644843	0.6786537	0.5008938	0.2885228	0.6283550	0.5000965	0.2543979
350	0.0014194	0.6137595	0.6633259	0.8512427	0.7205831	0.4477831	0.3695919	0.6734528	0.5177687	0.3272060
400	0.0004625	0.5508462	0.6792034	0.6410425	0.6929487	0.4953739	0.3491179	0.6284339	0.3672982	0.3759004
450	0.0006781	0.5480988	0.5752727	0.7250081	0.7566362	0.3312002	0.4279597	0.6050841	0.4603300	0.3960636
500	0.0015134	0.6660323	0.6724973	0.8132003	0.8037628	0.4688693	0.4041310	0.4624814	0.3643310	0.3556381
550	0.0211882	0.7347489	0.4724794	0.7327856	0.8858971	0.4629688	0.3633327	0.7081809	0.3920888	0.2869380
600	0.0167271	0.5451682	0.3805062	0.8038602	0.7144976	0.4647590	0.4117422	0.7358296	0.4167883	0.3434105
650	0.0146596	0.6619711	0.3929405	0.6935823	0.7518869	0.4063265	0.3536802	0.6685270	0.5299176	0.2524610
700	0.0159876	0.5839008	0.4320823	0.6779323	0.6938025	0.4257508	0.3711412	0.6817878	0.4056425	0.2658140
750	0.0333674	0.5340269	0.4080916	0.7893772	0.8611756	0.3958022	0.2317045	0.6080776	0.4926316	0.2571102
800	0.0163151	0.5346394	0.4616779	0.7343322	0.7259797	0.4801727	0.3135425	0.6818699	0.4315422	0.2825328
850	0.0185124	0.5953162	0.4550572	0.7511866	0.7304116	0.5596567	0.3288588	0.7884111	0.4316196	0.3177002
900	0.0107126	0.6379622	0.4099570	0.6697021	0.7337424	0.4968467	0.3805480	0.5445466	0.4578521	0.2688429
950	0.0211955	0.4380816	0.3148938	0.8751804	0.7644256	0.3395903	0.3024310	0.7238030	0.4538698	0.3585130
1000	0.0295566	0.4807080	0.4232278	0.7129673	0.7580381	0.4476531	0.3511610	0.7023436	0.4709435	0.2801347

0	0.0211920	0.5733580	0.4515578	0.7096035	0.6677070	0.5008668	0.3519660	0.7107740	0.4775586	0.3998119
50	0.0148803	0.6024204	0.2850352	0.7789547	0.3694805	0.5695484	0.3338414	0.7156901	0.5400348	0.2773747
100	0.0106214	0.6164451	0.3215752	0.6612477	0.2296936	0.5961029	0.3753570	0.7628893	0.4734813	0.2823101
150	0.0211192	0.5230369	0.3191463	0.6857574	0.2316533	0.4801855	0.3264323	0.7158399	0.4975219	0.2950651
200	0.0081119	0.5779055	0.3889974	0.5924804	0.2618927	0.4377503	0.4712317	0.6967081	0.5165728	0.2354944
250	0.0174268	0.6770463	0.3465996	0.7879112	0.2198377	0.6148977	0.4553752	0.7220380	0.4123911	0.2237103
300	0.0136919	0.6411169	0.3569075	0.6396002	0.2795521	0.5342103	0.4817577	0.7159849	0.4152551	0.2444805
350	0.0118500	0.5666706	0.3294817	0.5911632	0.2221573	0.5453504	0.4281061	0.6643794	0.4577313	0.2444567
400	0.0212718	0.5772885	0.4076696	0.8122365	0.2034160	0.7437191	0.4522051	0.7245828	0.4920447	0.2929769
450	0.0090550	0.5414935	0.3455353	0.6640230	0.2051815	0.5920714	0.5126440	0.8101319	0.5808102	0.1831506
500	0.0141941	0.5583770	0.4264136	0.7974191	0.2598278	0.6267265	0.5195713	0.7026273	0.4133612	0.1947349
550	0.0132360	0.5452446	0.3052149	0.7044231	0.7116139	0.5906458	0.4325470	0.5817378	0.4472050	0.3178347
600	0.0176360	0.6216809	0.3510101	0.7712531	0.7292630	0.4820999	0.3867936	0.7153584	0.6179467	0.2734202
650	0.0156699	0.5197319	0.3869691	0.8660631	0.7362716	0.4061835	0.3638931	0.6534428	0.4786674	0.3383665
700	0.0165426	0.4842535	0.4400844	0.8015617	0.7769808	0.3902755	0.3080140	0.7663502	0.4416484	0.3312557
750	0.0130082	0.5810737	0.4196913	0.7747746	0.8158614	0.5199819	0.3003362	0.7880641	0.4232944	0.3336874
800	0.0394244	0.5233287	0.4182661	0.6339376	0.6364242	0.4102522	0.3703334	0.7598526	0.4475010	0.3135565
850	0.0375196	0.5618039	0.3496713	0.7755986	0.6985105	0.5606547	0.4737576	0.7334472	0.4392305	0.3498162
900	0.0182088	0.5615838	0.3975489	0.7533141	0.8082145	0.5741685	0.4155333	0.7148081	0.4342316	0.3885942
950	0.0110797	0.5720098	0.3890035	0.6561062	0.7985209	0.3609071	0.4684642	0.5877518	0.5401367	0.3158467
1000	0.0157951	0.5721021	0.3328078	0.8024035	0.8084037	0.5211774	0.3700443	0.6497202	0.4935569	0.3348281

0	0.0171945	0.4505738	0.3134632	0.6984017	0.8146413	0.4721770	0.3428366	0.6097907	0.4559411	0.3923722
50	0.0377186	0.5951061	0.4344217	0.7190749	0.7574952	0.4290605	0.4907328	0.6702348	0.3561503	0.5089374
100	0.0138584	0.5382936	0.4224556	0.7994023	0.8205851	0.5350059	0.3850327	0.6003763	0.3877147	0.3216648
150	0.0032890	0.7947242	0.3866622	0.7978107	0.7522265	0.4106942	0.3090341	0.7697632	0.4752127	0.3106881
200	0.0012097	0.7620887	0.4795822	0.8067572	0.7777805	0.4767053	0.3276828	0.6517699	0.2890421	0.2807099
250	0.0096038	0.6959512	0.3871581	0.6708580	0.8777005	0.5022432	0.3924462	0.6280513	0.3794627	0.3228747
300	0.0007031	0.8410588	0.5356100	0.8127007	0.6368577	0.5472662	0.3687819	0.7311753	0.4724612	0.2960219
350	0.0028726	0.8172830	0.4511422	0.7374814	0.7994770	0.4560487	0.3269407	0.7457574	0.4928236	0.2183072
400	0.0000656	0.7411527	0.3853372	0.7306151	0.7235251	0.4957301	0.3645175	0.7330800	0.5099764	0.2537781
450	0.0007557	0.8130611	0.4936954	0.7888156	0.6861886	0.4131597	0.3311770	0.8000206	0.4638977	0.3363205
500	0.0046641	0.7096046	0.5066629	0.6575045	0.6104519	0.5275137	0.3706057	0.6448192	0.3911902	0.3677757
550	0.0122587	0.7187412	0.4016408	0.7335368	0.7685255	0.3109851	0.3323807	0.7241605	0.4476875	0.3219949
600	0.0044057	0.7013839	0.3966135	0.8431531	0.7524071	0.4118638	0.2625239	0.7193773	0.4283404	0.3622342
650	0.0047817	0.6118737	0.4138271	0.7231311	0.6767462	0.5919203	0.3985350	0.5786927	0.3813123	0.2458540
700	0.0173321	0.4934639	0.3768295	0.7882358	0.8224361	0.5522456	0.5514565	0.5090360	0.4749340	0.3013368
750	0.0150187	0.4932893	0.3326645	0.6769979	0.7913216	0.4277771	0.4843252	0.6513741	0.5050331	0.3003513
800	0.0300172	0.5884789	0.4525160	0.6945617	0.6706112	0.5724707	0.4432588	0.6858109	0.4406207	0.4025756
850	0.0089670	0.5683319	0.3605952	0.6842302	0.6865625	0.4858447	0.3636744	0.6821134	0.4371091	0.3588067
900	0.0136446	0.5221321	0.3294355	0.6455862	0.7132306	0.5703056	0.3341840	0.7572750	0.4028727	0.3283767
950	0.0167363	0.4741155	0.2829973	0.6611027	0.6640674	0.5045983	0.2668804	0.5601323	0.4692266	0.3123509
1000	0.0152955	0.5440669	0.3901808	0.8590242	0.8349268	0.5322509	0.3886984	0.8595526	0.4855101	0.4189297

0	0.0083611	0.6931980	0.3638881	0.6302328	0.7703122	0.6066089	0.3113463	0.5973815	0.5159284	0.3696998
50	0.0076162	0.4944537	0.3399191	0.7097674	0.6493115	0.1974771	0.3409475	0.6476077	0.4220158	0.4037902
100	0.0127052	0.6000953	0.3112094	0.5717815	0.5165369	0.1210608	0.2191341	0.6452626	0.4739618	0.3511866
150	0.0030472	0.5868996	0.3046968	0.7844699	0.4173065	0.0801008	0.2310407	0.6877323	0.3889348	0.3441641
200	0.0062693	0.5739372	0.3266166	0.8225228	0.5656334	0.1378246	0.1290346	0.6447126	0.4535582	0.3909376
250	0.0227774	0.5131163	0.4006885	0.8412471	0.5473297	0.1468167	0.2261947	0.6694104	0.4450069	0.3313407
300	0.0111852	0.5364667	0.3505932	0.8563975	0.5083318	0.1161085	0.1742184	0.7158827	0.4403112	0.3169021
350	0.0182984	0.4405074	0.3689629	0.6065088	0.3841806	0.1469880	0.1575547	0.7774418	0.4121273	0.3144616
400	0.0064721	0.5318137	0.4081025	0.6908327	0.4474510	0.1107229	0.1620746	0.6651797	0.5309899	0.3239694
450	0.0077453	0.4792882	0.3291674	0.7512191	0.5246108	0.1599557	0.2606565	0.6662591	0.5033680	0.2724200
500	0.0140652	0.6019856	0.3874093	0.8579512	0.6580071	0.1853597	0.1848801	0.7407827	0.4397625	0.3245730
550	0.0421628	0.6469135	0.3099983	0.8360426	0.6116207	0.5298389	0.1993532	0.6212891	0.4189872	0.3608302
600	0.0284776	0.5728384	0.3382509	0.6959890	0.7686900	0.5506245	0.2788739	0.5608436	0.4675231	0.2554540
650	0.0308154	0.6937493	0.3736870	0.7020215	0.8028070	0.4473093	0.5551575	0.5803071	0.4784233	0.2882585
700	0.0254837	0.5449904	0.4043988	0.6252688	0.7212798	0.5381109	0.4359905	0.6107625	0.4463911	0.2795324
750	0.0163338	0.5473065	0.3797447	0.7405714	0.7406065	0.5468655	0.3524057	0.7144401	0.4616646	0.3427895
800	0.0075922	0.6630720	0.3008810	0.8163379	0.7844184	0.4767698	0.4440148	0.6695191	0.4230892	0.3498218
850	0.0047856	0.5286129	0.4693592	0.8154216	0.5767619	0.4743491	0.4105816	0.7826455	0.4412957	0.3640864
900	0.0107254	0.4935281	0.4636504	0.7942925	0.6493446	0.5590649	0.4038008	0.6658606	0.3505146	0.2854421
950	0.0219879	0.6093585	0.3374738	0.7101076	0.7228158	0.4952135	0.4587986	0.6497376	0.4245546	0.3364601
1000	0.0084653	0.6336711	0.4098870	0.7968261	0.8011328	0.5357780	0.3560149	0.7590339	0.3314829	0.2360405

0	0.0227360	0.5431644	0.4375780	0.7540256	0.8052283	0.6084907	0.3470521	0.7975772	0.4273133	0.3723749
50	0.0069693	0.4731090	0.4034597	0.8173694	0.6700807	0.5190616	0.1639757	0.7310806	0.4950184	0.1254105
100	0.0010470	0.5478312	0.3518369	0.7560866	0.8166370	0.5870212	0.0762953	0.5615927	0.6349061	0.0723018
150	0.0083712	0.6074975	0.2952543	0.6226614	0.8345621	0.5290023	0.0341409	0.6955212	0.6220135	0.0550243
200	0.0069396	0.7031712	0.3136972	0.8687615	0.7624133	0.7288297	0.0420154	0.6346743	0.8835837	0.0614664
250	0.0032749	0.5631028	0.3486916	0.7498077	0.9204567	0.6921919	0.0263241	0.7294603	0.8480243	0.0318783
300	0.0003686	0.5199427	0.3923609	0.8577636	0.8341794	0.5050476	0.0245065	0.7433775	0.7286971	0.0726953
350	0.0012852	0.5376730	0.4252536	0.7697590	0.7589100	0.6938295	0.0181014	0.7903167	0.6595631	0.0325129
400	0.0014054	0.6128762	0.3685933	0.6600070	0.6208712	0.6783554	0.0385137	0.7450833	0.7191418	0.0154625
450	0.0039784	0.5507993	0.3735445	0.8952325	0.7292337	0.5854575	0.0338106	0.7093013	0.6736322	0.0264717
500	0.0010135	0.3960995	0.4472662	0.6946406	0.6938699	0.4806529	0.0111703	0.6176352	0.6329584	0.0801996
550	0.0303994	0.5511161	0.4567194	0.7449796	0.6534989	0.6235897	0.2675894	0.7287581	0.6272277	0.2252495
600	0.0116000	0.4684358	0.3277926	0.7069827	0.6833962	0.4993900	0.3117767	0.6876781	0.5221398	0.3214048
650	0.0186993	0.5282132	0.3310409	0.7722019	0.6969862	0.5416130	0.5003570	0.7421963	0.3713053	0.2571408
700	0.0167945	0.6256920	0.3887892	0.6456596	0.6913477	0.5207492	0.3174460	0.6017697	0.4615460	0.3752754
750	0.0238419	0.4392631	0.3221793	0.7091506	0.6984808	0.4660798	0.3605302	0.6587992	0.5279779	0.4796438
800	0.0141953	0.5912078	0.3367020	0.7762449	0.7153301	0.4350914	0.2997391	0.7288884	0.4788396	0.2508777
850	0.0389319	0.4695436	0.3337927	0.5879713	0.8080947	0.5371066	0.3818202	0.5762766	0.4958486	0.3607322
900	0.0276683	0.5077922	0.3415883	0.7790757	0.7280840	0.4908999	0.3406774	0.6395109	0.4568485	0.2491535
950	0.0047454	0.5487024	0.3422301	0.7385584	0.7055678	0.5175506	0.3704271	0.7113891	0.3822330	0.4016312
1000	0.0799098	0.5805197	0.2859547	0.8340763	0.8191950	0.3934625	0.4016571	0.6513017	0.3604801	0.3808257

0	0.0215655	0.5733371	0.3445985	0.7494072	0.7657998	0.4706046	0.3904920	0.7152075	0.4802892	0.3518076
50	0.0184495	0.4474885	0.4257287	0.8738673	0.7269821	0.5478114	0.3696771	0.5900506	0.4768896	0.3470419
100	0.0108981	0.4792954	0.3709568	0.7535368	0.7046803	0.5225770	0.4277294	0.5273784	0.3906345	0.3159777
150	0.0104417	0.5444158	0.4836527	0.7704731	0.8250986	0.4382251	0.4617595	0.7044391	0.3317323	0.3360538
200	0.0319292	0.5522377	0.3413860	0.7127204	0.7429229	0.4300107	0.4125469	0.6756936	0.4094162	0.4280877
250	0.0241447	0.5594901	0.2903000	0.7409745	0.8470206	0.5122797	0.3523310	0.6033886	0.3778184	0.2784399
300	0.0229418	0.5102183	0.4044824	0.6686776	0.7054451	0.5265479	0.3913080	0.7068459	0.4071967	0.4047396
350	0.0158819	0.4261963	0.3172487	0.8267981	0.6130954	0.5731949	0.4447287	0.6911701	0.3903613	0.3855948
400	0.0307208	0.5007475	0.3796116	0.7028747	0.7782745	0.4921663	0.3792418	0.6378300	0.4129611	0.4543989
450	0.0083804	0.5547521	0.4434474	0.9108949	0.7657586	0.5163341	0.3430799	0.6748171	0.3577074	0.3253469
500	0.0140262	0.5440901	0.4580203	0.7931278	0.7146909	0.5331324	0.4348716	0.6167832	0.3285538	0.3152569
550	0.0197810	0.5782850	0.3596190	0.7871561	0.7516357	0.3955493	0.4125801	0.5261275	0.4344270	0.3064261
600	0.0397664	0.5850918	0.4660406	0.7645018	0.6966376	0.5012805	0.3610221	0.6309166	0.4069118	0.2744465
650	0.0072747	0.5846430	0.4507204	0.9187119	0.7413655	0.4265173	0.3506932	0.5704443	0.3783597	0.2938229
700	0.0084050	0.5810087	0.4373587	0.8473096	0.6716152	0.5542106	0.4537581	0.6005593	0.4347525	0.4132525
750	0.0167751	0.5775553	0.4654154	0.6898439	0.6461088	0.5514336	0.4463966	0.6926120	0.3488634	0.2862991
800	0.0157151	0.6746770	0.4182592	0.7014915	0.7417137	0.4253405	0.2942307	0.7464156	0.4792217	0.2550312
850	0.0077977	0.5587897	0.3103219	0.6641336	0.8064221	0.5629745	0.2802120	0.5389128	0.4967025	0.3271073
900	0.0033701	0.5219793	0.3954611	0.6458852	0.5408111	0.4671784	0.3864181	0.6990162	0.4769022	0.2658704
950	0.0249299	0.4201360	0.3400041	0.6697299	0.6014558	0.4514110	0.3263758	0.5901676	0.4924986	0.3564850
1000	0.0331378	0.5553814	0.3545049	0.9103717	0.8350083	0.4869009	0.3311479	0.7357096	0.4326364	0.3180788

0	0.0141187	0.6397628	0.4259013	0.7442006	0.6878578	0.5355711	0.3500753	0.5491792	0.4192383	0.3152537
50	0.0117275	0.5387407	0.3679047	0.8481055	0.6530416	0.4142568	0.2721722	0.6402046	0.3465133	0.2080346
100	0.0134548	0.5821401	0.3093508	0.7476153	0.7464220	0.5505966	0.3313599	0.5745139	0.4135606	0.1324506
150	0.0166342	0.5488498	0.3900784	0.7349974	0.7269713	0.6691758	0.3257756	0.5901173	0.5198225	0.1000532
200	0.0605516	0.5636440	0.3752468	0.7398682	0.7536624	0.6094887	0.4314581	0.7271334	0.5554514	0.1016371
250	0.0135977	0.6695520	0.4392557	0.7591253	0.6941168	0.4807673	0.3859575	0.5895724	0.5942628	0.1239845
300	0.0330351	0.4681544	0.4414596	0.7991180	0.7585465	0.4275719	0.3900832	0.8804781	0.5725472	0.1270617
350	0.0214104	0.6146654	0.4107867	0.6592042	0.8437411	0.5055832	0.3464402	0.6588078	0.5937738	0.1095200
400	0.0203816	0.5729784	0.4742168	0.6830985	0.7904657	0.3845319	0.3979586	0.8449572	0.6395246	0.1004231
450	0.0224864	0.6285900	0.4179247	0.7320706	0.7110570	0.5138602	0.3728231	0.6673253	0.5503215	0.1544509
500	0.0286231	0.6771440	0.3289690	0.7334088	0.7186961	0.4587833	0.3736319	0.6558925	0.6892055	0.0661752
550	0.0390416	0.5545782	0.3930189	0.7944765	0.7301341	0.4909703	0.4326580	0.7586961	0.6569378	0.2343168
600	0.0160795	0.5684217	0.4301861	0.8966843	0.6393820	0.6292682	0.3870426	0.6973782	0.5173088	0.2955606
650	0.0050735	0.5600955	0.3233279	0.7144910	0.6394306	0.4238171	0.5065184	0.6952324	0.4432779	0.2907673
700	0.0223817	0.5070373	0.3411634	0.7048345	0.7210794	0.4247850	0.4057380	0.6485718	0.4256068	0.2722245
750	0.0291780	0.5891275	0.2835409	0.6617911	0.8692787	0.4380050	0.4238946	0.6861460	0.3930116	0.4320871
800	0.0231146	0.5463150	0.2681014	0.6840382	0.8524049	0.4208883	0.3152815	0.7468845	0.4327204	0.2860004
850	0.0096638	0.5699025	0.3314738	0.8586064	0.7671113	0.5233011	0.3419908	0.6067982	0.3837742	0.4233330
900	0.0155218	0.5339801	0.3554872	0.8582003	0.7071149	0.4162320	0.3718167	0.5756415	0.4386714	0.3343911
950	0.0255381	0.4789641	0.3912954	0.7685246	0.8516544	0.5705061	0.3826422	0.7086118	0.4943951	0.4454885
1000	0.0089380	0.5941740	0.4833577	0.7241084	0.7775126	0.5220711	0.4144412	0.7465753	0.3850817	0.4170642
