"Time"	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
500	0.9891178	0.1323907	0.6353165	0.0826204	0.9573907	0.8353624	0.1597061	0.5650119	0.0718550	0.6696780
550	0.9881397	0.1318932	0.5835234	0.1376562	0.9588291	0.8446031	0.1634463	0.5523367	0.1130749	0.7986804
600	0.9871068	0.1313183	0.5355028	0.1972965	0.9604602	0.8529318	0.1765495	0.5134000	0.1099601	0.9172434
650	0.9844666	0.1307211	0.5161605	0.2296576	0.9621120	0.8654637	0.2047133	0.4979189	0.0924708	0.9702655
700	0.9792999	0.1299861	0.5141703	0.2442298	0.9640653	0.8833637	0.2255795	0.5098098	0.0818927	0.9899977
750	0.9743525	0.1290688	0.5211863	0.2499897	0.9663976	0.8997816	0.2254537	0.5287911	0.0772695	0.9967593
800	0.9728597	0.1281431	0.5308144	0.2517610	0.9686636	0.9089197	0.2118878	0.5437937	0.0754981	0.9989741
850	0.9747475	0.1274451	0.5383709	0.2518686	0.9703324	0.9095875	0.1961479	0.5530717	0.0748644	0.9996801
900	0.9780000	0.1271114	0.5415910	0.2514401	0.9711332	0.9038429	0.1838601	0.5581205	0.0746471	0.9999013
950	0.9810216	0.1271425	0.5404231	0.2510181	0.9710877	0.8949842	0.1759371	0.5606246	0.0745747	0.9999697
1000	0.9832178	0.1274414	0.5361829	0.2508271	0.9704123	0.8859343	0.1714154	0.5617192	0.0745512	0.9999908

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.9859212	0.1010947	0.6888811	0.2072805	0.9728866	0.8665630	0.1684045	0.5668647	0.0482058	1.0000000
100	0.9860487	0.0700689	0.8577212	0.1563100	0.9810438	0.8661902	0.1629397	0.5920207	0.0302817	1.0000000
150	0.9869716	0.0533120	0.9388081	0.1273364	0.9854678	0.8618932	0.1490069	0.6173636	0.0245739	1.0000000
200	0.9888853	0.0459614	0.9720945	0.1132393	0.9873117	0.8495252	0.1330579	0.6332547	0.0230636	1.0000000
250	0.9910944	0.0433593	0.9849011	0.1068161	0.9876608	0.8287271	0.1206242	0.6413249	0.0226951	1.0000000
300	0.9929242	0.0430527	0.9895919	0.1040390	0.9870512	0.8035724	0.1127912	0.6449080	0.0226090	1.0000000
350	0.9941645	0.0438578	0.9911677	0.1029664	0.9857772	0.7794554	0.1084928	0.6462409	0.0225893	1.0000000
400	0.9949029	0.0451289	0.9915825	0.1027080	0.9841165	0.7600227	0.1063920	0.6464912	0.0225849	1.0000000
450	0.9953016	0.0464626	0.9915960	0.1028471	0.9823721	0.7463594	0.1055151	0.6462279	0.0225839	1.0000000
500	0.9954968	0.0476204	0.9915001	0.1031671	0.9808067	0.7378113	0.1052765	0.6457451	0.0225837	1.0000000
550	0.9955785	0.0772925	0.7778883	0.1490280	0.9652703	0.7330733	0.1054378	0.6417990	0.0489180	1.0000000
600	0.9955739	0.1093867	0.5726015	0.2020099	0.9483085	0.7313687	0.1078411	0.6210390	0.0668421	1.0000000
650	0.9953263	0.1267476	0.4736769	0.2348849	0.9389464	0.7353697	0.1165724	0.5932669	0.0725499	1.0000000
700	0.9945036	0.1342714	0.4355790	0.2527494	0.9357116	0.7500373	0.1314365	0.5722866	0.0740602	1.0000000
750	0.9929086	0.1366190	0.4282118	0.2615777	0.9371893	0.7748886	0.1476729	0.5604633	0.0744287	1.0000000
800	0.9907406	0.1363714	0.4372058	0.2649939	0.9419488	0.8033276	0.1608086	0.5552554	0.0745148	1.0000000
850	0.9885117	0.1349828	0.4539041	0.2651279	0.9480815	0.8287193	0.1691639	0.5539233	0.0745345	1.0000000
900	0.9867086	0.1333179	0.4721101	0.2634572	0.9539304	0.8478065	0.1732457	0.5545497	0.0745389	1.0000000
950	0.9855517	0.1318354	0.4879990	0.2610772	0.9586166	0.8603020	0.1743981	0.5559392	0.0745399	1.0000000
1000	0.9849980	0.1307113	0.4999640	0.2587089	0.9619435	0.8674058	0.1739354	0.5574189	0.0745401	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.9859189	0.1294486	0.6291869	0.2532904	0.9655361	0.8678727	0.1687210	0.5607426	0.0745401	1.0000000
100	0.9858899	0.1293858	0.7411875	0.2532960	0.9656953	0.8697318	0.1687777	0.5607435	0.0745401	1.0000000
150	0.9858726	0.1292975	0.7952234	0.2532560	0.9659192	0.8709170	0.1687965	0.5607739	0.0745401	1.0000000
200	0.9858645	0.1292160	0.8176065	0.2531809	0.9661261	0.8715495	0.1687838	0.5608267	0.0745401	1.0000000
250	0.9858637	0.1291564	0.8263824	0.2530934	0.9662775	0.8718490	0.1687471	0.5608864	0.0745401	1.0000000
300	0.9858685	0.1291189	0.8297486	0.2530136	0.9663728	0.8719659	0.1686974	0.5609396	0.0745401	1.0000000
350	0.9858768	0.1290982	0.8310265	0.2529517	0.9664255	0.8719872	0.1686467	0.5609798	0.0745401	1.0000000
400	0.9858863	0.1290885	0.8315060	0.2529092	0.9664504	0.8719628	0.1686032	0.5610066	0.0745401	1.0000000
450	0.9858953	0.1290852	0.8316805	0.2528832	0.9664589	0.8719212	0.1685705	0.5610225	0.0745401	1.0000000
500	0.9859027	0.1290853	0.8317388	0.2528692	0.9664588	0.8718783	0.1685484	0.5610308	0.0745401	1.0000000
550	0.9859081	0.1290944	0.7158094	0.2528632	0.9664364	0.8705384	0.1685351	0.5610339	0.0745401	1.0000000
600	0.9859117	0.1291420	0.6044974	0.2528703	0.9663171	0.8688755	0.1685288	0.5610283	0.0745401	1.0000000
650	0.9859137	0.1292164	0.5504083	0.2529052	0.9661297	0.8678224	0.1685314	0.5610034	0.0745401	1.0000000
700	0.9859137	0.1292871	0.5277275	0.2529681	0.9659504	0.8672704	0.1685483	0.5609597	0.0745401	1.0000000
750	0.9859112	0.1293393	0.5186772	0.2530425	0.9658174	0.8670146	0.1685808	0.5609091	0.0745401	1.0000000
800	0.9859059	0.1293720	0.5151288	0.2531115	0.9657336	0.8669176	0.1686231	0.5608633	0.0745401	1.0000000
850	0.9858984	0.1293899	0.5137510	0.2531654	0.9656874	0.8669023	0.1686665	0.5608283	0.0745401	1.0000000
900	0.9858901	0.1293983	0.5132277	0.2532024	0.9656658	0.8669258	0.1687041	0.5608049	0.0745401	1.0000000
950	0.9858823	0.1294010	0.5130423	0.2532251	0.9656587	0.8669638	0.1687325	0.5607910	0.0745401	1.0000000
1000	0.9858759	0.1294007	0.5129902	0.2532373	0.9656593	0.8670026	0.1687517	0.5607838	0.0745401	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.6736623	0.1294562	0.5123225	0.2531457	0.9687660	0.8664182	0.1644902	0.5608470	0.0745401	1.0000000
100	0.4034312	0.1294676	0.5121320	0.2523298	0.9723372	0.8604190	0.1280405	0.5614301	0.0745401	1.0000000
150	0.2908442	0.1298423	0.5070880	0.2511387	0.9736061	0.8215324	0.0802233	0.5622553	0.0745401	1.0000000
200	0.2520513	0.1317910	0.4833326	0.2503512	0.9704526	0.7237181	0.0514952	0.5627704	0.0745401	1.0000000
250	0.2397674	0.1374103	0.4272219	0.2511121	0.9557802	0.5889521	0.0385414	0.5621803	0.0745401	1.0000000
300	0.2360451	0.1486820	0.3475982	0.2562571	0.9133098	0.4647905	0.0334121	0.5585701	0.0745401	1.0000000
350	0.2349462	0.1660176	0.2711812	0.2727218	0.8278076	0.3756625	0.0315216	0.5477124	0.0745401	1.0000000
400	0.2346274	0.1873356	0.2153760	0.3118508	0.7145428	0.3208434	0.0308555	0.5242158	0.0745401	1.0000000
450	0.2345361	0.2088042	0.1811184	0.3810951	0.6095061	0.2903583	0.0306283	0.4868795	0.0745401	1.0000000
500	0.2345103	0.2269767	0.1621726	0.4720958	0.5330810	0.2745460	0.0305527	0.4418758	0.0745401	1.0000000
550	0.5511220	0.2402982	0.1523230	0.5729618	0.4105584	0.2671833	0.0332846	0.3939648	0.0745401	1.0000000
600	0.8251881	0.2476781	0.1479451	0.6963909	0.3037345	0.2994032	0.0933575	0.3312550	0.0745401	1.0000000
650	0.9352030	0.2368227	0.1566234	0.8054966	0.3162472	0.4709543	0.2471700	0.2697097	0.0745401	1.0000000
700	0.9476535	0.2051496	0.2081415	0.8386818	0.5060318	0.6763148	0.3987784	0.2563763	0.0745401	1.0000000
750	0.9083303	0.1729991	0.3054612	0.7437816	0.7139484	0.8209411	0.4720625	0.3131757	0.0745401	1.0000000
800	0.8696006	0.1504576	0.4079507	0.5831323	0.8487388	0.9029325	0.4549540	0.3967231	0.0745401	1.0000000
850	0.8648866	0.1371648	0.4860670	0.4445121	0.9194815	0.9430300	0.3830907	0.4665897	0.0745401	1.0000000
900	0.8902490	0.1300750	0.5349974	0.3534321	0.9528905	0.9577410	0.3052839	0.5123035	0.0745401	1.0000000
950	0.9236554	0.1266248	0.5607496	0.3012610	0.9675815	0.9564152	0.2465160	0.5384351	0.0745401	1.0000000
1000	0.9503306	0.1252290	0.5703458	0.2736913	0.9734042	0.9446113	0.2092086	0.5521307	0.0745401	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.9860492	0.0980572	0.5123152	0.1815032	0.9655154	0.8660964	0.1586294	0.6734529	0.0745401	1.0000000
100	0.9879927	0.0637502	0.5116544	0.1033192	0.9653999	0.8555565	0.1201414	0.7904948	0.0745401	1.0000000
150	0.9919857	0.0455387	0.5043986	0.0603841	0.9639405	0.8128957	0.0843289	0.8505425	0.0745401	1.0000000
200	0.9955198	0.0385818	0.4796630	0.0405193	0.9578132	0.7310891	0.0631681	0.8761092	0.0745401	1.0000000
250	0.9976373	0.0383097	0.4314390	0.0321871	0.9405410	0.6310804	0.0528349	0.8858203	0.0745401	1.0000000
300	0.9986809	0.0422755	0.3680128	0.0294530	0.9026311	0.5409971	0.0482801	0.8885341	0.0745401	1.0000000
350	0.9991450	0.0488363	0.3061082	0.0300598	0.8380058	0.4749060	0.0464401	0.8874749	0.0745401	1.0000000
400	0.9993391	0.0563805	0.2574677	0.0336122	0.7541697	0.4328589	0.0458430	0.8834545	0.0745401	1.0000000
450	0.9994149	0.0634240	0.2245822	0.0401740	0.6697506	0.4090474	0.0458721	0.8768549	0.0745401	1.0000000
500	0.9994386	0.0689992	0.2045930	0.0491274	0.6007929	0.3973937	0.0462838	0.8686177	0.0745401	1.0000000
550	0.9994337	0.1114851	0.1935176	0.2204735	0.5536219	0.3940040	0.0494290	0.7047207	0.0745401	1.0000000
600	0.9992513	0.1555591	0.1888794	0.4206516	0.5306230	0.4147061	0.0783963	0.5295592	0.0745401	1.0000000
650	0.9973326	0.1744951	0.1965855	0.5398801	0.5596962	0.5142002	0.1630875	0.4354053	0.0745401	1.0000000
700	0.9871250	0.1713812	0.2363983	0.5703243	0.6667332	0.6675340	0.2715344	0.4073440	0.0745401	1.0000000
750	0.9635674	0.1582806	0.3134712	0.5214793	0.7903084	0.7973417	0.3391743	0.4266633	0.0745401	1.0000000
800	0.9391792	0.1452859	0.4011856	0.4396280	0.8788132	0.8796483	0.3429618	0.4658237	0.0745401	1.0000000
850	0.9306021	0.1359885	0.4732692	0.3661578	0.9294473	0.9227729	0.3054894	0.5028096	0.0745401	1.0000000
900	0.9384360	0.1303515	0.5211709	0.3149247	0.9551574	0.9395269	0.2592962	0.5293565	0.0745401	1.0000000
950	0.9527393	0.1273612	0.5475175	0.2837300	0.9671441	0.9394105	0.2220290	0.5457520	0.0745401	1.0000000
1000	0.9656581	0.1260820	0.5579560	0.2662985	0.9720762	0.9292122	0.1971923	0.5549216	0.0745401	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.9841464	0.1294424	0.5125212	0.2528289	0.9759187	0.8713154	0.2220055	0.7051940	0.0745401	1.0000000
100	0.9758523	0.1291759	0.5161572	0.2502210	0.9874438	0.8904731	0.2502907	0.8552495	0.0745401	1.0000000
150	0.9680384	0.1284676	0.5254864	0.2464067	0.9937937	0.9096160	0.2510677	0.9323075	0.0745401	1.0000000
200	0.9647712	0.1275652	0.5369383	0.2430478	0.9967224	0.9213185	0.2467668	0.9652733	0.0745401	1.0000000
250	0.9644246	0.1267875	0.5464373	0.2407348	0.9979728	0.9266231	0.2435563	0.9782571	0.0745401	1.0000000
300	0.9650022	0.1262643	0.5525714	0.2393530	0.9984844	0.9283719	0.2418436	0.9831436	0.0745401	1.0000000
350	0.9655940	0.1259724	0.5558381	0.2385994	0.9986873	0.9286227	0.2410465	0.9849325	0.0745401	1.0000000
400	0.9659827	0.1258353	0.5572835	0.2382137	0.9987652	0.9284177	0.2407022	0.9855759	0.0745401	1.0000000
450	0.9661953	0.1257830	0.5577823	0.2380254	0.9987937	0.9281650	0.2405604	0.9858045	0.0745401	1.0000000
500	0.9663002	0.1257697	0.5578729	0.2379368	0.9988034	0.9279782	0.2405039	0.9858852	0.0745401	1.0000000
550	0.9692087	0.1257786	0.5577076	0.2382159	0.9909626	0.9242057	0.1686028	0.8446788	0.0745401	1.0000000
600	0.9802653	0.1260296	0.5539688	0.2400769	0.9818008	0.8907797	0.1051746	0.6968816	0.0745401	1.0000000
650	0.9897930	0.1273759	0.5353803	0.2430752	0.9739568	0.8187395	0.0927174	0.6196042	0.0745401	1.0000000
700	0.9941331	0.1304339	0.4976929	0.2466229	0.9636085	0.7596074	0.1090589	0.5850322	0.0745401	1.0000000
750	0.9946202	0.1340181	0.4588674	0.2509981	0.9518383	0.7485192	0.1313342	0.5694184	0.0745401	1.0000000
800	0.9929988	0.1361564	0.4386336	0.2559323	0.9447436	0.7703507	0.1491820	0.5613754	0.0745401	1.0000000
850	0.9906590	0.1362534	0.4397830	0.2599808	0.9446136	0.8009999	0.1611071	0.5570273	0.0745401	1.0000000
900	0.9884681	0.1350271	0.4538071	0.2619188	0.9487838	0.8276819	0.1683242	0.5552549	0.0745401	1.0000000
950	0.9868015	0.1333913	0.4714788	0.2617471	0.9540106	0.8469128	0.1721047	0.5552820	0.0745401	1.0000000
1000	0.9857322	0.1319065	0.4872885	0.2602796	0.9585182	0.8592517	0.1734801	0.5562677	0.0745401	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.9859220	0.1293237	0.5282601	0.2531355	0.9691209	0.8899200	0.1682959	0.5688560	0.0375162	1.0000000
100	0.9860958	0.1285167	0.5519087	0.2521816	0.9741910	0.9191670	0.1613933	0.5991881	0.0123164	1.0000000
150	0.9872173	0.1273038	0.5729131	0.2505320	0.9781589	0.9360056	0.1452898	0.6259412	0.0042916	1.0000000
200	0.9893680	0.1262415	0.5876929	0.2487762	0.9807173	0.9409320	0.1283743	0.6408896	0.0021683	1.0000000
250	0.9916807	0.1256045	0.5954726	0.2473174	0.9820673	0.9378212	0.1161047	0.6479906	0.0016502	1.0000000
300	0.9934845	0.1254038	0.5974332	0.2463037	0.9825343	0.9309060	0.1087854	0.6511516	0.0015291	1.0000000
350	0.9946500	0.1255187	0.5956193	0.2457200	0.9824423	0.9234905	0.1048940	0.6524868	0.0015015	1.0000000
400	0.9953202	0.1257968	0.5920672	0.2454751	0.9820676	0.9173617	0.1029810	0.6529825	0.0014953	1.0000000
450	0.9956763	0.1261133	0.5882729	0.2454570	0.9816132	0.9130188	0.1021068	0.6530919	0.0014940	1.0000000
500	0.9958542	0.1263934	0.5850496	0.2455633	0.9811998	0.9102572	0.1017488	0.6530335	0.0014937	1.0000000
550	0.9959373	0.1268739	0.5654560	0.2458460	0.9775042	0.8587689	0.1016646	0.6513080	0.0385175	1.0000000
600	0.9959599	0.1287727	0.5279315	0.2469906	0.9697857	0.7955418	0.1029729	0.6345479	0.0637173	1.0000000
650	0.9958207	0.1318561	0.4858343	0.2495058	0.9594447	0.7588391	0.1096084	0.6065647	0.0717421	1.0000000
700	0.9952333	0.1347903	0.4527892	0.2533133	0.9495802	0.7503311	0.1227473	0.5828848	0.0738654	1.0000000
750	0.9939545	0.1365050	0.4359790	0.2575958	0.9437259	0.7638826	0.1387053	0.5678307	0.0743835	1.0000000
800	0.9920428	0.1366844	0.4355314	0.2610864	0.9432038	0.7887754	0.1530498	0.5596679	0.0745046	1.0000000
850	0.9898715	0.1356977	0.4466578	0.2628398	0.9466139	0.8149900	0.1634738	0.5560437	0.0745322	1.0000000
900	0.9878974	0.1341755	0.4629863	0.2627497	0.9515901	0.8367935	0.1697390	0.5551702	0.0745384	1.0000000
950	0.9864248	0.1326350	0.4793804	0.2613769	0.9563726	0.8524168	0.1726749	0.5557541	0.0745397	1.0000000
1000	0.9855311	0.1313561	0.4929817	0.2594567	0.9601609	0.8623203	0.1734064	0.5569116	0.0745400	1.0000000

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.6784026	0.1294051	0.5130458	0.2531753	0.9681572	0.8753971	0.1645872	0.5608021	0.0747726	0.9881405
100	0.4122862	0.1290972	0.5171189	0.2524928	0.9715547	0.8823313	0.1288860	0.5608342	0.0757986	0.9772411
150	0.3014603	0.1288598	0.5197489	0.2513809	0.9735438	0.8613336	0.0812552	0.5602471	0.0769079	0.9723669
200	0.2633230	0.1296713	0.5085162	0.2504202	0.9725936	0.7938060	0.0522274	0.5590471	0.0776181	0.9705529
250	0.2512716	0.1327918	0.4719999	0.2503726	0.9655008	0.6964232	0.0390058	0.5573830	0.0779690	0.9699313
300	0.2476293	0.1388917	0.4137077	0.2524929	0.9473653	0.6050517	0.0337289	0.5547201	0.0781179	0.9697277
350	0.2465572	0.1473656	0.3509422	0.2587655	0.9149501	0.5387835	0.0317708	0.5497769	0.0781754	0.9696628
400	0.2462473	0.1565856	0.2988684	0.2713582	0.8718840	0.4977462	0.0310768	0.5412476	0.0781962	0.9696425
450	0.2461590	0.1648634	0.2625026	0.2910796	0.8276393	0.4748118	0.0308386	0.5289641	0.0782033	0.9696362
500	0.2461342	0.1712399	0.2398373	0.3161204	0.7905842	0.4628699	0.0307590	0.5143966	0.0782057	0.9696343
550	0.5579354	0.1767007	0.2240173	0.3449065	0.7294088	0.4078577	0.0336074	0.4986749	0.0779443	0.9814932
600	0.8278814	0.1865097	0.2035032	0.3909137	0.6249997	0.3749585	0.0787854	0.4754343	0.0768533	0.9923924
650	0.9389008	0.1925584	0.1935494	0.4671005	0.5614200	0.4816377	0.1680459	0.4396492	0.0757469	0.9972666
700	0.9685950	0.1823480	0.2245052	0.5288037	0.6375637	0.6506317	0.2604226	0.4128379	0.0750733	0.9990805
750	0.9608373	0.1642392	0.3010536	0.5150283	0.7671431	0.7877003	0.3258312	0.4227010	0.0747518	0.9997021
800	0.9420171	0.1482821	0.3915875	0.4472387	0.8659469	0.8737821	0.3397208	0.4585281	0.0746183	0.9999057
850	0.9325055	0.1374456	0.4667841	0.3749900	0.9232121	0.9195981	0.3103281	0.4966487	0.0745676	0.9999706
900	0.9378768	0.1310468	0.5172482	0.3212294	0.9523332	0.9386002	0.2661468	0.5253557	0.0745494	0.9999909
950	0.9510056	0.1276704	0.5456044	0.2874927	0.9659467	0.9403399	0.2275807	0.5434866	0.0745432	0.9999972
1000	0.9639767	0.1261787	0.5576083	0.2683328	0.9716594	0.9313913	0.2007966	0.5537488	0.0745411	0.9999992

0	0.9859622	0.1294691	0.5121485	0.2532384	0.9654840	0.8662686	0.1686133	0.5607709	0.0745401	1.0000000
50	0.7630988	0.1015884	0.5123220	0.1874488	0.9655166	0.8664035	0.1646746	0.5771817	0.0745401	1.0000000
100	0.5705112	0.0711222	0.5121802	0.1157411	0.9654967	0.8618712	0.1395604	0.5942472	0.0745401	1.0000000
150	0.4909407	0.0548631	0.5087694	0.0763591	0.9648422	0.8379978	0.1032957	0.6029887	0.0745401	1.0000000
200	0.4643059	0.0484988	0.4944088	0.0581313	0.9616758	0.7802282	0.0758629	0.6065648	0.0745401	1.0000000
250	0.4563931	0.0481749	0.4605521	0.0504831	0.9519986	0.6936692	0.0607242	0.6073165	0.0745401	1.0000000
300	0.4542494	0.0521175	0.4073145	0.0480037	0.9291172	0.6026495	0.0536862	0.6056980	0.0745401	1.0000000
350	0.4537244	0.0592066	0.3466739	0.0487128	0.8859914	0.5283715	0.0507746	0.6006771	0.0745401	1.0000000
400	0.4536152	0.0680071	0.2928633	0.0524725	0.8227491	0.4775978	0.0497306	0.5904163	0.0745401	1.0000000
450	0.4535998	0.0768068	0.2530398	0.0597584	0.7508639	0.4471661	0.0495132	0.5736855	0.0745401	1.0000000
500	0.4535996	0.0842177	0.2271245	0.0704645	0.6855838	0.4310040	0.0496857	0.5514338	0.0745401	1.0000000
550	0.6793622	0.1193715	0.2118564	0.2046950	0.6364475	0.4255961	0.0580021	0.5059258	0.0745401	1.0000000
600	0.8743506	0.1542821	0.2060512	0.3623073	0.6141502	0.4693486	0.1146106	0.4607431	0.0745401	1.0000000
650	0.9519722	0.1663347	0.2229564	0.4546693	0.6591625	0.5977797	0.2033830	0.4354965	0.0745401	1.0000000
700	0.9675240	0.1607526	0.2790082	0.4696776	0.7599574	0.7373687	0.2771364	0.4386109	0.0745401	1.0000000
750	0.9579655	0.1494728	0.3606108	0.4282019	0.8526964	0.8382708	0.3069566	0.4646066	0.0745401	1.0000000
800	0.9477727	0.1395476	0.4385117	0.3708630	0.9128589	0.8971706	0.2943834	0.4966853	0.0745401	1.0000000
850	0.9477421	0.1328169	0.4960934	0.3228347	0.9458350	0.9251464	0.2614850	0.5232645	0.0745401	1.0000000
900	0.9556874	0.1288972	0.5313874	0.2902976	0.9621997	0.9327960	0.2281218	0.5412820	0.0745401	1.0000000
950	0.9655490	0.1269509	0.5487603	0.2707349	0.9695775	0.9278485	0.2028504	0.5520758	0.0745401	1.0000000
1000	0.9736531	0.1262705	0.5535877	0.2599039	0.9722873	0.9162304	0.1864147	0.5579759	0.0745401	1.0000000
