"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
950	0.7073524	0.9999992	1.0000000	0.0440464	0.9999957	0.0479688	0.0436988	0.9750414	0.9999624	0.0271697
1000	0.7073456	0.9999997	1.0000000	0.0440464	0.9999957	0.0479692	0.0436988	0.9750414	0.9999624	0.0271697

0	0.7073421	1.0000000	1.0000000	0.0440477	0.9999957	0.0479694	0.0436991	0.9750395	0.9999620	0.0271698
50	0.6813219	0.6031475	1.0000000	0.0440468	0.9999953	0.0479732	0.0436909	0.9822679	0.8912737	0.0271698
100	0.5977673	0.4768150	1.0000000	0.0440465	0.9999943	0.0479858	0.0436697	0.9837729	0.8477729	0.0271698
150	0.5091384	0.4365989	1.0000000	0.0440464	0.9999931	0.0480009	0.0436534	0.9830304	0.8303624	0.0271698
200	0.4482846	0.4237966	1.0000000	0.0440464	0.9999921	0.0480132	0.0436475	0.9818229	0.8233941	0.0271697
250	0.4148550	0.4197212	1.0000000	0.0440464	0.9999915	0.0480213	0.0436490	0.9808270	0.8206051	0.0271697
300	0.3986610	0.4184238	1.0000000	0.0440464	0.9999911	0.0480260	0.0436535	0.9801695	0.8194889	0.0271697
350	0.3913963	0.4180108	1.0000000	0.0440464	0.9999909	0.0480285	0.0436583	0.9797838	0.8190421	0.0271697
400	0.3882971	0.4178793	1.0000000	0.0440464	0.9999908	0.0480297	0.0436620	0.9795738	0.8188633	0.0271697
450	0.3870201	0.4178375	1.0000000	0.0440464	0.9999908	0.0480303	0.0436645	0.9794650	0.8187917	0.0271697
500	0.3865069	0.4178242	1.0000000	0.0440464	0.9999908	0.0480306	0.0436661	0.9794108	0.8187631	0.0271697
550	0.4401043	0.8146724	1.0000000	0.0440464	0.9999915	0.0480239	0.0436801	0.9680377	0.9274401	0.0271697
600	0.5514083	0.9410035	1.0000000	0.0440464	0.9999931	0.0480062	0.0437132	0.9673300	0.9709365	0.0271697
650	0.6302851	0.9812193	1.0000000	0.0440464	0.9999943	0.0479905	0.0437345	0.9695659	0.9883452	0.0271697
700	0.6723502	0.9940214	1.0000000	0.0440464	0.9999950	0.0479805	0.0437375	0.9717341	0.9953128	0.0271697
750	0.6922609	0.9980968	1.0000000	0.0440464	0.9999954	0.0479749	0.0437303	0.9732082	0.9981015	0.0271697
800	0.7010724	0.9993941	1.0000000	0.0440464	0.9999955	0.0479721	0.0437207	0.9740793	0.9992176	0.0271697
850	0.7048035	0.9998071	1.0000000	0.0440464	0.9999956	0.0479707	0.0437126	0.9745556	0.9996643	0.0271697
900	0.7063345	0.9999386	1.0000000	0.0440464	0.9999956	0.0479700	0.0437069	0.9748031	0.9998431	0.0271697
950	0.7069483	0.9999805	1.0000000	0.0440464	0.9999957	0.0479697	0.0437033	0.9749272	0.9999147	0.0271697
1000	0.7071901	0.9999938	1.0000000	0.0440464	0.9999957	0.0479695	0.0437012	0.9749877	0.9999433	0.0271697

0	0.7073421	1.0000000	1.0000000	0.0440477	0.9999957	0.0479694	0.0436991	0.9750395	0.9999620	0.0271698
50	0.7073422	1.0000000	1.0000000	0.2523860	0.9999978	0.0479694	0.0436989	0.9750405	0.9999622	0.0272249
100	0.7073422	1.0000000	1.0000000	0.3144468	0.9999983	0.0479694	0.0436989	0.9750410	0.9999620	0.0280705
150	0.7073422	1.0000000	1.0000000	0.3329972	0.9999984	0.0479694	0.0436988	0.9750412	0.9999597	0.0301652
200	0.7073422	1.0000000	1.0000000	0.3386804	0.9999984	0.0479694	0.0436988	0.9750412	0.9999535	0.0323529
250	0.7073422	1.0000000	1.0000000	0.3405873	0.9999984	0.0479694	0.0436988	0.9750410	0.9999440	0.0338421
300	0.7073422	1.0000000	1.0000000	0.3413562	0.9999984	0.0479694	0.0436988	0.9750406	0.9999337	0.0346541
350	0.7073422	1.0000000	1.0000000	0.3417311	0.9999984	0.0479694	0.0436988	0.9750401	0.9999251	0.0350492
400	0.7073422	1.0000000	1.0000000	0.3419317	0.9999984	0.0479694	0.0436988	0.9750396	0.9999188	0.0352319
450	0.7073422	1.0000000	1.0000000	0.3420399	0.9999984	0.0479694	0.0436988	0.9750391	0.9999148	0.0353156
500	0.7073422	1.0000000	1.0000000	0.3420969	0.9999984	0.0479694	0.0436988	0.9750387	0.9999124	0.0353543
550	0.7073422	1.0000000	1.0000000	0.1341654	0.9999963	0.0479694	0.0436988	0.9750384	0.9999123	0.0328347
600	0.7073422	1.0000000	1.0000000	0.0718002	0.9999958	0.0479694	0.0436988	0.9750383	0.9999213	0.0292144
650	0.7073422	1.0000000	1.0000000	0.0527402	0.9999957	0.0479694	0.0436988	0.9750385	0.9999358	0.0277597
700	0.7073422	1.0000000	1.0000000	0.0468086	0.9999957	0.0479694	0.0436988	0.9750390	0.9999475	0.0273301
750	0.7073422	1.0000000	1.0000000	0.0449352	0.9999957	0.0479694	0.0436988	0.9750396	0.9999548	0.0272129
800	0.7073422	1.0000000	1.0000000	0.0443357	0.9999957	0.0479694	0.0436988	0.9750402	0.9999588	0.0271815
850	0.7073422	1.0000000	1.0000000	0.0441415	0.9999957	0.0479694	0.0436988	0.9750407	0.9999607	0.0271730
900	0.7073422	1.0000000	1.0000000	0.0440779	0.9999957	0.0479694	0.0436988	0.9750410	0.9999617	0.0271707
950	0.7073422	1.0000000	1.0000000	0.0440569	0.9999957	0.0479694	0.0436988	0.9750412	0.9999621	0.0271700
1000	0.7073422	1.0000000	1.0000000	0.0440499	0.9999957	0.0479694	0.0436988	0.9750413	0.9999623	0.0271698
