regulator-target	rank_importance	Rank	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	auroc
"('sdia', 'recb')"	46	41	FALSE												sdia	recb	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'yafq')"	47	42	TRUE	140	"('lexa', 'yafq')"		"[(0, 0.17954705114889141, 0.040951445550507552), (10, 0.18218266121990134, 0.16356369999526393), (20, 0.1796532679498811, 0.18115345215238202), (30, -0.016920642897819187, 0.88861642304147215), (60, 0.1395745510782341, 0.43852739327717294), (90, 0.1681548531197033, 0.53360244384840616)]"	['-']	lexa	yafq	lexa	8	yafq	8	lexa	yafq	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'rpsu')"	48	43	TRUE	1960	"('lexa', 'rpsu')"		"[(0, 0.23837457389966196, 0.0063118603564603325), (10, 0.32758731136709279, 0.010617914711264201), (20, 0.32044599079811031, 0.015091464407480704), (30, 0.27885911042916539, 0.018526573895573571), (60, -0.027056108767350671, 0.88119089886306057), (90, -0.36054020332694148, 0.17011134987450807)]"	['-']	lexa	rpsu	lexa	8	rpsu	8	lexa	rpsu	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'murg')"	49	44	FALSE												sdia	murg	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'acef')"	50	45	TRUE	2485	"('pdhr', 'acef')"	0	"[(0, 0.55643089420715719, 6.262525537033743e-12), (10, 0.38320929325361686, 0.0025097158293178761), (20, 0.4607882708264322, 0.00030975329058075777), (30, 0.40668148420910766, 0.00043260151316431937), (60, 0.28922276491341636, 0.10257432224078347), (90, 0.54223686985578701, 0.0300133198849564)]"	['-']	pdhr	acef	pdhr	8	acef	8	pdhr	acef	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'dinj')"	51	46	TRUE	138	"('lexa', 'dinj')"	0	"[(0, 0.45462907968848587, 5.5240579076625015e-08), (10, 0.51146541151060332, 2.9617014943221876e-05), (20, 0.46160120064733495, 0.00030128259813623568), (30, 0.26976346048801675, 0.022901365909998452), (60, 0.25881347571523705, 0.14584756617297417), (90, 0.21524069599814499, 0.42337846498972098)]"	['-']	lexa	dinj	lexa	8	dinj	8	lexa	dinj	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'dinj')"	52	47	FALSE												pdhr	dinj	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'fece')"	53	48	FALSE												lexa	fece	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'glcg')"	54	49	FALSE												lexa	glcg	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'glcf')"	55	50	FALSE												lexa	glcf	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ftsq')"	56	51	TRUE	2707	"('sdia', 'ftsq')"		"[(0, 0.29896604750079459, 0.00054990815764311037), (10, 0.37134554368850664, 0.0034873486736542361), (20, 0.30229053437342696, 0.022287253493259079), (30, 0.19727876718854531, 0.099138505436644001), (60, -0.045143114735742819, 0.80300864946937234), (90, 0.15693524811590021, 0.56162062618985098)]"	['+']	sdia	ftsq	sdia	8	ftsq	8	sdia	ftsq	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'insk')"	57	52	FALSE												glcc	insk	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'dnag')"	58	53	TRUE	1935	"('lexa', 'dnag')"		"[(0, 0.21246709063187291, 0.015229424793166139), (10, 0.15919269297914038, 0.22439380151540844), (20, 0.15615093225308763, 0.246078454924126), (30, 0.19723103382302717, 0.099221915179974016), (60, 0.085480988715831902, 0.63622450615808779), (90, -0.02854895252052949, 0.91641316031303055)]"	['-']	lexa	dnag	lexa	8	dnag	8	lexa	dnag	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'fece')"	59	54	FALSE												glcc	fece	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'rpod')"	60	55	FALSE												sdia	rpod	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'phr')"	61	56	TRUE	1952	"('lexa', 'phr')"	10	"[(0, 0.02459257036045881, 0.78121785493821017), (10, 0.58210486106452297, 1.0689841243880373e-06), (20, 0.50864720262963914, 5.3479399036177142e-05), (30, 0.11421334557446459, 0.34292343723481677), (60, -0.37980220892700012, 0.029250038762778513), (90, -0.201551153226842, 0.45413410233623097)]"	['-']	lexa	phr	lexa	8	phr	8	lexa	phr	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ybfe')"	62	57	FALSE												sdia	ybfe	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'murc')"	63	58	TRUE	2512	"('pdhr', 'murc')"	0	"[(0, 0.52713193895040633, 1.1714785268997806e-10), (10, 0.41658339690742918, 0.0009301126071937731), (20, 0.3231019394775429, 0.014227506141435283), (30, 0.27228284992875051, 0.021609635162053061), (60, 0.40545046721148453, 0.019238823332183658), (90, 0.068183459850994846, 0.80189029044804261)]"	['-']	pdhr	murc	pdhr	8	murc	8	pdhr	murc	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'acef')"	64	59	FALSE												sdia	acef	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'ftsz')"	65	60	FALSE												glcc	ftsz	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'mraz')"	66	61	FALSE												sdia	mraz	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'murf')"	67	62	TRUE	2515	"('pdhr', 'murf')"	30	"[(0, 0.25609558066197308, 0.0032721142557002527), (10, 0.12820859046704167, 0.32894300282220312), (20, 0.24616992086627604, 0.064908862447060414), (30, 0.49252967402695458, 1.2827037361203133e-05), (60, 0.45034056553425877, 0.0085421398266977283), (90, 0.20273028652280073, 0.45144189965924209)]"	['-']	pdhr	murf	pdhr	8	murf	8	pdhr	murf	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'lpxc')"	68	63	TRUE	1945	"('lexa', 'lpxc')"	0	"[(0, 0.37669660818315776, 9.9912591751322339e-06), (10, 0.44362135310997386, 0.00038498758718605991), (20, 0.36824691075457255, 0.0048265613923679368), (30, 0.29042245743506168, 0.014013676756828266), (60, 0.004425782218721433, 0.98049849785517618), (90, -0.42435350171834252, 0.10137314423629247)]"	['-']	lexa	lpxc	lexa	8	lpxc	8	lexa	lpxc	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'ydiv')"	69	64	FALSE												pdhr	ydiv	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ydiv')"	70	65	TRUE	2709	"('sdia', 'ydiv')"		"[(0, 0.3589543091131388, 2.7429162950019439e-05), (10, 0.40187685056071248, 0.0014586684903040677), (20, 0.36166999964611157, 0.0057044070329494148), (30, 0.2773524910734762, 0.019197477207149656), (60, 0.24050434371885801, 0.17759174266678038), (90, 0.2344143679181481, 0.38219138271882541)]"	['+']	sdia	ydiv	sdia	8	ydiv	8	sdia	ydiv	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'acee')"	71	66	TRUE	2484	"('pdhr', 'acee')"	0	"[(0, 0.53888236640629827, 3.7434663281827599e-11), (10, 0.39513854461944847, 0.0017806966152022711), (20, 0.42404745590159781, 0.0010120143732477299), (30, 0.30834145247354505, 0.0088943129915210698), (60, 0.2935063109664236, 0.097359030432356344), (90, 0.49595542381754737, 0.050725694193966935)]"	['-']	pdhr	acee	pdhr	8	acee	8	pdhr	acee	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'recb')"	72	67	FALSE												pdhr	recb	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'ftsa')"	73	68	TRUE	1936	"('lexa', 'ftsa')"		"[(0, 0.25912347223645155, 0.002911336940498509), (10, 0.12173356020332581, 0.35415476726929862), (20, -0.06169760022686166, 0.64844629792852537), (30, 6.8507842516867876e-05, 0.99954759083438771), (60, 0.19364141037058524, 0.28025164629324167), (90, 0.47433268154405234, 0.063407111650174722)]"	['-']	lexa	ftsa	lexa	8	ftsa	8	lexa	ftsa	8	4	1	1	94	0.667699518	0.785066982
"('mraz', 'acee')"	74	69	FALSE												mraz	acee	8	4	1	1	94	0.667699518	0.785066982
"('mraz', 'rpod')"	75	70	FALSE												mraz	rpod	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'glcb')"	76	71	FALSE												sdia	glcb	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'yafq')"	77	72	FALSE												sdia	yafq	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'recd')"	78	73	FALSE												pdhr	recd	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'murf')"	79	74	TRUE	1950	"('lexa', 'murf')"		"[(0, 0.16656425397310143, 0.058220246817638932), (10, 0.35392237117129433, 0.0055335708443650213), (20, 0.23186059733250478, 0.082658743617348027), (30, 0.18888884751072502, 0.11465925435449133), (60, -0.12482657051359912, 0.48884974362723832), (90, -0.055812047199441481, 0.83733957324364583)]"	['-']	lexa	murf	lexa	8	murf	8	lexa	murf	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'glcg')"	80	75	FALSE												sdia	glcg	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'murg')"	81	76	TRUE	1951	"('lexa', 'murg')"		"[(0, 0.099585866728602063, 0.25961905468638663), (10, 0.1531393563870426, 0.24274025898668208), (20, 0.042812462096955446, 0.75184231459267803), (30, 0.063891344355264237, 0.59656717100469414), (60, -0.15297527393931556, 0.39537479337275394), (90, 0.08929130130650359, 0.74226877725487594)]"	['-']	lexa	murg	lexa	8	murg	8	lexa	murg	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'ftsl')"	82	77	TRUE	1939	"('lexa', 'ftsl')"		"[(0, 0.34791424565455503, 4.9924559121243558e-05), (10, 0.23973842879297363, 0.065045108868270682), (20, 0.17968607595133138, 0.18107245298489569), (30, 0.36613037131416271, 0.0016888214201928567), (60, 0.41877929395206193, 0.01528265301151017), (90, 0.49166669482712999, 0.053076656507149045)]"	['-']	lexa	ftsl	lexa	8	ftsl	8	lexa	ftsl	8	4	1	1	94	0.667699518	0.785066982
"('mraz', 'lpxc')"	83	78	TRUE	2189	"('mraz', 'lpxc')"	10	"[(0, 0.37648660924317018, 1.0114943650831487e-05), (10, 0.53990141083787113, 8.5089262632499984e-06), (20, 0.39870857183776509, 0.0021264842357718305), (30, 0.25632129772949891, 0.030954884565580126), (60, 0.169943281910931, 0.34439887216948495), (90, -0.10135205101498379, 0.70878642740682141)]"	['-']	mraz	lpxc	mraz	8	lpxc	8	mraz	lpxc	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'ssb')"	84	79	FALSE												glcc	ssb	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ftsl')"	85	80	FALSE												sdia	ftsl	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ftsk')"	86	81	FALSE												sdia	ftsk	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'mray')"	87	82	TRUE	1946	"('lexa', 'mray')"		"[(0, 0.22309374200794638, 0.010731182144952596), (10, 0.32468644838625144, 0.011370996864731022), (20, 0.22421515650646598, 0.093599862383955804), (30, 0.098007655483394823, 0.41614410489251874), (60, 0.24921613806138146, 0.16192775340341981), (90, 0.28310787906775797, 0.288006837027937)]"	['-']	lexa	mray	lexa	8	mray	8	lexa	mray	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'recb')"	88	83	TRUE	1955	"('lexa', 'recb')"		"[(0, -0.14843023956918561, 0.09191738070943388), (10, -0.091664160047618612, 0.48607822615369789), (20, -0.23121210153286897, 0.083545747206529547), (30, -0.1814835591219493, 0.12985525671801171), (60, -0.145799660524665, 0.41816991796022773), (90, -0.33682546096940358, 0.20206653058468629)]"	['-']	lexa	recb	lexa	8	recb	8	lexa	recb	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'uvrd')"	89	84	FALSE												glcc	uvrd	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'ydiv')"	90	85	FALSE												glcc	ydiv	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'fece')"	91	86	TRUE	2496	"('pdhr', 'fece')"		"[(0, 0.16707314728049216, 0.05744555766449045), (10, 0.0027392136395630183, 0.98342789469288305), (20, 0.16668534448710176, 0.21525009829353775), (30, 0.29018902781408806, 0.014094407475035422), (60, 0.51695683424148753, 0.0020670108130274186), (90, 0.59053660678040543, 0.016018266195641881)]"	['+']	pdhr	fece	pdhr	8	fece	8	pdhr	fece	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'rpsu')"	92	87	FALSE												glcc	rpsu	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'ruvb')"	93	88	FALSE												glcc	ruvb	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'mraz')"	94	89	FALSE												lexa	mraz	8	4	1	1	94	0.667699518	0.785066982
"('glcc', 'lpxc')"	95	90	FALSE												glcc	lpxc	8	4	1	1	94	0.667699518	0.785066982
"('lexa', 'ftsz')"	96	91	TRUE	1942	"('lexa', 'ftsz')"		"[(0, 0.075825285259915276, 0.39120914927265138), (10, 0.091590910727192859, 0.4864282214352823), (20, -0.15040837942074498, 0.26409358416672041), (30, -0.13735980610104062, 0.25333163282349996), (60, -0.056695890965249365, 0.7539865989320248), (90, 0.083128790987446993, 0.7595496835352582)]"	['-']	lexa	ftsz	lexa	8	ftsz	8	lexa	ftsz	8	4	1	1	94	0.667699518	0.785066982
"('pdhr', 'murd')"	97	92	TRUE	2513	"('pdhr', 'murd')"		"[(0, 0.3438477668127613, 6.190270442948747e-05), (10, 0.28719862829506676, 0.026085555040389945), (20, 0.23724080890570118, 0.07558292531030622), (30, 0.20816838942933066, 0.081497412068829891), (60, 0.27320690935434344, 0.12395725700982081), (90, -0.22595214121319779, 0.40009232069668715)]"	['-']	pdhr	murd	pdhr	8	murd	8	pdhr	murd	8	4	1	1	94	0.667699518	0.785066982
"('sdia', 'ftsa')"	98	93	TRUE	2706	"('sdia', 'ftsa')"		"[(0, 0.25132222343325317, 0.003923070671789603), (10, 0.36133773522004786, 0.0045603240069380926), (20, 0.34098991131678619, 0.0094402857217485737), (30, 0.28292338950569051, 0.016815956703891181), (60, -0.024673523198040351, 0.89158891549780095), (90, -0.045403676261374953, 0.86739568676957701)]"	['-']	sdia	ftsa	sdia	8	ftsa	8	sdia	ftsa	8	4	1	1	94	0.667699518	0.785066982
"('uhpa', 'uhpt')"	3	0	TRUE	2795	"('uhpa', 'uhpt')"	10	"[(0, 0.4518470296065174, 6.8071531942293193e-08), (10, 0.75225956044201381, 4.2350660127812149e-12), (20, 0.7001916779611751, 1.3454262281319314e-09), (30, 0.48380679709678737, 1.9171493404226398e-05), (60, 0.46448122380017715, 0.0064663997897702104), (90, 0.20982033169857076, 0.43542435229586685)]"	['+']	uhpa	uhpt	uhpa	11	uhpt	11	uhpa	uhpt	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'lon')"	4	1	FALSE												rcsb	lon	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'gadb')"	5	2	FALSE												torr	gadb	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'osmc')"	6	3	FALSE												torr	osmc	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'uspe')"	7	4	FALSE												rcsb	uspe	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'gada')"	8	5	TRUE	2761	"('torr', 'gada')"	10	"[(0, 0.44175667977343303, 1.4297377782087785e-07), (10, 0.79438351999394774, 3.600886809615072e-14), (20, 0.66173025953663855, 2.0890783673690042e-08), (30, 0.56406298146898781, 3.0146755345388433e-07), (60, 0.63862824781940497, 6.3503412062833472e-05), (90, -0.29669921835203322, 0.26446927394602321)]"	['-']	torr	gada	torr	11	gada	11	torr	gada	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'yhid')"	9	6	TRUE	2770	"('torr', 'yhid')"	10	"[(0, 0.3720060607875329, 1.3124707494953724e-05), (10, 0.74229837528481624, 1.1402759046661609e-11), (20, 0.6193827167159407, 2.7981185285876569e-07), (30, 0.54437269714683145, 9.2369614797686991e-07), (60, 0.5669696764029597, 0.00058100901447364261), (90, -0.28714400379740679, 0.28089026451484556)]"	['+']	torr	yhid	torr	11	yhid	11	torr	yhid	11	4	1	1	44	0.244053784	0.509381607
"('nhar', 'glnk')"	10	7	FALSE												nhar	glnk	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'rara')"	13	8	TRUE	2667	"('rcsb', 'rara')"	20	"[(0, 0.39970986966991295, 2.4615061750402905e-06), (10, 0.65196282302051445, 1.6748437030120765e-08), (20, 0.68524862769487205, 4.1027513295718431e-09), (30, 0.48231124305184148, 2.0516546599094289e-05), (60, -0.1964820618955927, 0.2731189349060868), (90, -0.539293934985275, 0.031096426120786051)]"	['+']	rcsb	rara	rcsb	11	rara	11	rcsb	rara	11	4	1	1	44	0.244053784	0.509381607
"('uvry', 'nhaa')"	15	9	FALSE												uvry	nhaa	11	4	1	1	44	0.244053784	0.509381607
"('uvry', 'bdm')"	16	10	FALSE												uvry	bdm	11	4	1	1	44	0.244053784	0.509381607
"('uhpa', 'sra')"	17	11	FALSE												uhpa	sra	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'osmb')"	18	12	FALSE												torr	osmb	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'rpos')"	19	13	FALSE												rcsb	rpos	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'gadc')"	20	14	TRUE	1789	"('gadx', 'gadc')"	60	"[(0, 0.37456420766857002, 1.1316334568415871e-05), (10, 0.21094080457855735, 0.10569913038749117), (20, 0.060588213714852901, 0.65436359811655009), (30, 0.071023658883518109, 0.55614476513393196), (60, 0.77623804849748546, 1.1051189913403778e-07), (90, 0.84746009637445374, 3.4086731419456541e-05)]"	['+']	gadx	gadc	gadx	11	gadc	11	gadx	gadc	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'tord')"	21	15	TRUE	2769	"('torr', 'tord')"	10	"[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]"	['+']	torr	tord	torr	11	tord	11	torr	tord	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'ybat')"	22	16	TRUE	1803	"('gadx', 'ybat')"	0	"[(0, 0.54779306830754526, 1.5296859341059886e-11), (10, 0.45804549393210786, 0.00023319515356179946), (20, 0.2634884443494977, 0.047661962172395399), (30, 0.13773208713717894, 0.25203512023478081), (60, 0.7086055319918444, 3.9402463463589524e-06), (90, 0.70261573923899889, 0.002402990794257986)]"	['+']	gadx	ybat	gadx	11	ybat	11	gadx	ybat	11	4	1	1	44	0.244053784	0.509381607
"('uvry', 'btub')"	23	17	FALSE												uvry	btub	11	4	1	1	44	0.244053784	0.509381607
"('nhar', 'muri')"	24	18	FALSE												nhar	muri	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'tnab')"	25	19	TRUE	2765	"('torr', 'tnab')"	10	"[(0, 0.34198322483008625, 6.825035192810644e-05), (10, 0.66977645313864098, 4.8579566788874836e-09), (20, 0.50781102473182105, 5.5272314599874962e-05), (30, 0.20740356493474763, 0.082648857568079478), (60, 0.048879271006612816, 0.7870643819159806), (90, -0.013311179488583126, 0.96097723616266262)]"	['+']	torr	tnab	torr	11	tnab	11	torr	tnab	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'ybas')"	26	20	TRUE	1802	"('gadx', 'ybas')"	0	"[(0, 0.5162932511834758, 3.2300994178708788e-10), (10, 0.23262902500439592, 0.073669891631844051), (20, 0.056101561144113264, 0.67850762142556431), (30, 0.20298186736580182, 0.089560645361830393), (60, 0.71775532081208648, 2.5806571107169212e-06), (90, 0.71928893992811127, 0.0016857868927915884)]"	['+']	gadx	ybas	gadx	11	ybas	11	gadx	ybas	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'nhar')"	27	21	FALSE												gadx	nhar	11	4	1	1	44	0.244053784	0.509381607
"('nhar', 'ydep')"	28	22	FALSE												nhar	ydep	11	4	1	1	44	0.244053784	0.509381607
"('uvry', 'rpra')"	29	23	FALSE												uvry	rpra	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'tnaa')"	30	24	FALSE												rcsb	tnaa	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'tnab')"	31	25	FALSE												rcsb	tnab	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'hdeb')"	32	26	TRUE	1793	"('gadx', 'hdeb')"	0	"[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]"	['+-']	gadx	hdeb	gadx	11	hdeb	11	gadx	hdeb	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'tnac')"	33	27	FALSE												rcsb	tnac	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'tnaa')"	34	28	TRUE	2764	"('torr', 'tnaa')"	10	"[(0, 0.31857271475446564, 0.00022081638710652314), (10, 0.71771419439559414, 1.0949332108049475e-10), (20, 0.54088179653920554, 1.4009538704524507e-05), (30, 0.17208002685872087, 0.15129743404287516), (60, 0.19862139678251928, 0.26782580678466128), (90, -0.12313989322472604, 0.64958400397005833)]"	['+']	torr	tnaa	torr	11	tnaa	11	torr	tnaa	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'ydep')"	35	29	FALSE												gadx	ydep	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'tord')"	36	30	FALSE												rcsb	tord	11	4	1	1	44	0.244053784	0.509381607
"('uhpa', 'osmb')"	37	31	FALSE												uhpa	osmb	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'hdeb')"	38	32	TRUE	2763	"('torr', 'hdeb')"		"[(0, 0.29809951255557304, 0.00057171047340031061), (10, 0.28073871516287124, 0.029799208158808679), (20, 0.29663348919122745, 0.025051314573877118), (30, 0.29857414383153102, 0.011433915202034762), (60, 0.54117277566291433, 0.0011457655719801058), (90, -0.28298727197590789, 0.28822113931659299)]"	['+']	torr	hdeb	torr	11	hdeb	11	torr	hdeb	11	4	1	1	44	0.244053784	0.509381607
"('uvry', 'sra')"	39	33	FALSE												uvry	sra	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'asnb')"	40	34	TRUE	1783	"('gadx', 'asnb')"	30	"[(0, 0.28875572451400222, 0.00086289349066764724), (10, 0.28597250166704563, 0.02675881029365058), (20, 0.4722700606081961, 0.00020802972165770764), (30, 0.56417433010248541, 2.9950261514963717e-07), (60, 0.10295841779686543, 0.56856615957694401), (90, 0.14643772598307148, 0.58839179839188072)]"	['+']	gadx	asnb	gadx	11	asnb	11	gadx	asnb	11	4	1	1	44	0.244053784	0.509381607
"('nhar', 'lola')"	41	35	FALSE												nhar	lola	11	4	1	1	44	0.244053784	0.509381607
"('nhar', 'amtb')"	42	36	FALSE												nhar	amtb	11	4	1	1	44	0.244053784	0.509381607
"('uhpa', 'gadb')"	43	37	FALSE												uhpa	gadb	11	4	1	1	44	0.244053784	0.509381607
"('uhpa', 'gadc')"	44	38	FALSE												uhpa	gadc	11	4	1	1	44	0.244053784	0.509381607
"('gadx', 'torc')"	45	39	FALSE												gadx	torc	11	4	1	1	44	0.244053784	0.509381607
"('rcsb', 'tora')"	46	40	FALSE												rcsb	tora	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'tora')"	47	41	TRUE	2767	"('torr', 'tora')"	10	"[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]"	['+']	torr	tora	torr	11	tora	11	torr	tora	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'amtb')"	48	42	FALSE												torr	amtb	11	4	1	1	44	0.244053784	0.509381607
"('torr', 'ydep')"	49	43	FALSE												torr	ydep	11	4	1	1	44	0.244053784	0.509381607
"('csir', 'gltf')"	0	0	FALSE												csir	gltf	15	4	1	1	31	0.226283666	0.494147873
"('csir', 'ydcs')"	4	1	FALSE												csir	ydcs	15	4	1	1	31	0.226283666	0.494147873
"('csir', 'gabd')"	5	2	TRUE	1026	"('csir', 'gabd')"	0	"[(0, 0.54723923857730483, 1.6184293547646627e-11), (10, 0.52456381306839872, 1.6907469172689657e-05), (20, 0.51551580892001503, 4.0655756101816841e-05), (30, 0.39075957432708197, 0.00075392551282286492), (60, 0.5425360655189575, 0.0011068699175637339), (90, 0.67876916800458476, 0.0038395575668814861)]"	['-']	csir	gabd	csir	15	gabd	15	csir	gabd	15	4	1	1	31	0.226283666	0.494147873
"('fear', 'ydcv')"	7	3	FALSE												fear	ydcv	15	4	1	1	31	0.226283666	0.494147873
"('csir', 'ydct')"	8	4	FALSE												csir	ydct	15	4	1	1	31	0.226283666	0.494147873
"('fear', 'gabt')"	10	5	FALSE												fear	gabt	15	4	1	1	31	0.226283666	0.494147873
"('asnc', 'adia')"	11	6	FALSE												asnc	adia	15	4	1	1	31	0.226283666	0.494147873
"('fear', 'feab')"	12	7	TRUE	1436	"('fear', 'feab')"	0	"[(0, 0.51437628526647949, 3.8505251399042809e-10), (10, 0.56954221942942362, 2.0429055586426774e-06), (20, 0.53026852003436187, 2.2107755840026957e-05), (30, 0.34372012506381877, 0.0033375079540143657), (60, 0.029768480321757482, 0.86937738856494029), (90, 0.23467088918405982, 0.38165565841905702)]"	['+']	fear	feab	fear	15	feab	15	fear	feab	15	4	1	1	31	0.226283666	0.494147873
"('asnc', 'gdha')"	13	8	FALSE												asnc	gdha	15	4	1	1	31	0.226283666	0.494147873
"('fear', 'ydcu')"	14	9	FALSE												fear	ydcu	15	4	1	1	31	0.226283666	0.494147873
"('hdfr', 'gltf')"	15	10	TRUE	1860	"('hdfr', 'gltf')"	0	"[(0, -0.64290623729162055, 1.6293001537909888e-16), (10, -0.67828222249600001, 2.6102248428522029e-09), (20, -0.68004249187881849, 5.9584797227211701e-09), (30, -0.51769798355064234, 3.7747863743090266e-06), (60, -0.34389182352791964, 0.05004649382091729), (90, -0.44530008738812221, 0.083898383154008882)]"	['+']	hdfr	gltf	hdfr	15	gltf	15	hdfr	gltf	15	4	1	1	31	0.226283666	0.494147873
"('hdfr', 'mioc')"	17	11	FALSE												hdfr	mioc	15	4	1	1	31	0.226283666	0.494147873
"('asnc', 'codb')"	18	12	FALSE												asnc	codb	15	4	1	1	31	0.226283666	0.494147873
"('csir', 'ydcv')"	19	13	FALSE												csir	ydcv	15	4	1	1	31	0.226283666	0.494147873
"('hdfr', 'csir')"	20	14	FALSE												hdfr	csir	15	4	1	1	31	0.226283666	0.494147873
"('csir', 'gabt')"	21	15	TRUE	1028	"('csir', 'gabt')"	0	"[(0, 0.48494976907653314, 5.0055374018681023e-09), (10, 0.37267141413550975, 0.0033634703676538183), (20, 0.35963182584287406, 0.0060034718522243308), (30, 0.29687357476768028, 0.011935134390715484), (60, 0.54990842840102561, 0.00091596331011357533), (90, 0.66781016538821858, 0.0046981323604018193)]"	['-']	csir	gabt	csir	15	gabt	15	csir	gabt	15	4	1	1	31	0.226283666	0.494147873
