Dionesus-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
29	(29, 29)	29.0	29.0		('gade', 'lpxa')	True	1766.0	('gade', 'lpxa')		[(0, 0.10503984753903058, 0.23429611620109794), (10, 0.31585644603009494, 0.013954226291095159), (20, 0.17230349225439245, 0.19996440151823594), (30, 0.23174427245334647, 0.051821560085739939), (60, -0.072302413176729613, 0.68926350941403214), (90, -0.094391620340470661, 0.72805285555808164)]	['+']	gade	lpxa	gade	49.0	lpxa	49.0	gade	lpxa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
30	(30, 30)	30.0	30.0		('gade', 'cyoa')	True	1750.0	('gade', 'cyoa')		[(0, -0.15324693402166065, 0.081735171685817676), (10, 0.20277907782963975, 0.12021533681180131), (20, 0.12830230502999196, 0.34153351258347298), (30, 0.24481734445062489, 0.039621040639492199), (60, -0.45753582324520092, 0.0074245219341678558), (90, -0.3385074077133346, 0.19968083305516071)]	['+']	gade	cyoa	gade	49.0	cyoa	49.0	gade	cyoa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
31	(31, 31)	31.0	31.0		('yedw', 'gnd')	False												yedw	gnd	11	4	0	1	34	0.5357960839211029	0.4488491048593351
32	(32, 32)	32.0	32.0		('cusr', 'cyod')	True	1045.0	('cusr', 'cyod')	30.0	[(0, 0.14991959534984489, 0.088666737225760142), (10, 0.050089620139770197, 0.70389386600476556), (20, 0.29554319992764289, 0.025615916347507144), (30, 0.54829215608002535, 7.4335917070460972e-07), (60, 0.67187848626770463, 1.8572699166836522e-05), (90, 0.47590920010222776, 0.062411071039614401)]	['+']	cusr	cyod	cusr	49.0	cyod	49.0	cusr	cyod	11	4	0	1	34	0.5357960839211029	0.4488491048593351
33	(33, 33)	33.0	33.0		('gade', 'yedw')	False												gade	yedw	11	4	0	1	34	0.5357960839211029	0.4488491048593351
34	(34, 34)	34.0	34.0		('yedw', 'lpxd')	False												yedw	lpxd	11	4	0	1	34	0.5357960839211029	0.4488491048593351
35	(35, 35)	35.0	35.0		('gade', 'cusr')	False												gade	cusr	11	4	0	1	34	0.5357960839211029	0.4488491048593351
36	(36, 36)	36.0	36.0		('cusr', 'cyoc')	True	1044.0	('cusr', 'cyoc')	30.0	[(0, 0.11573039128469832, 0.18979166652452725), (10, 0.029605868027146157, 0.82232847734089154), (20, 0.27945900839723109, 0.035267768100457113), (30, 0.53941682512937172, 1.210891338419185e-06), (60, 0.67475073464584467, 1.6580803462868635e-05), (90, 0.46785608041889737, 0.067621519043030265)]	['+']	cusr	cyoc	cusr	49.0	cyoc	49.0	cusr	cyoc	11	4	0	1	34	0.5357960839211029	0.4488491048593351
37	(37, 37)	37.0	37.0		('cusr', 'cyoa')	True	1042.0	('cusr', 'cyoa')		[(0, 0.083246842536802132, 0.34638283768666256), (10, -0.071211780578764039, 0.58872282188219094), (20, 0.10939418302527527, 0.41791398593632889), (30, 0.4288852440859815, 0.00019013754005475138), (60, 0.5696214829710351, 0.00054011735555997741), (90, 0.61359969070029063, 0.0114688164991132)]	['+']	cusr	cyoa	cusr	49.0	cyoa	49.0	cusr	cyoa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
38	(38, 38)	38.0	38.0		('cusr', 'cyob')	True	1043.0	('cusr', 'cyob')	30.0	[(0, 0.081536257894411532, 0.35641682623224324), (10, -0.0098636519249583193, 0.94037536979432401), (20, 0.23409345745161203, 0.079661323253856692), (30, 0.52082011296800212, 3.2210502187046988e-06), (60, 0.63106988409224563, 8.2326362826487168e-05), (90, 0.41299899517671879, 0.11185094251815098)]	['+']	cusr	cyob	cusr	49.0	cyob	49.0	cusr	cyob	11	4	0	1	34	0.5357960839211029	0.4488491048593351
39	(39, 39)	39.0	39.0		('yedw', 'yedx')	True	2844.0	('yedw', 'yedx')		[(0, -0.02623506580858628, 0.76701032819396997), (10, -0.038489287258778385, 0.77030701926298595), (20, 0.073585772581916259, 0.58644795014101958), (30, 0.14381163476838757, 0.2315012404014635), (60, -0.053427105044695798, 0.76777073627201575), (90, 0.20822422318848635, 0.43900456480842909)]	['+']	yedw	yedx	yedw	49.0	yedx	49.0	yedw	yedx	11	4	0	1	34	0.5357960839211029	0.4488491048593351
40	(40, 40)	40.0	40.0		('yedw', 'fabz')	False												yedw	fabz	11	4	0	1	34	0.5357960839211029	0.4488491048593351
41	(41, 41)	41.0	41.0		('yedw', 'lpxa')	False												yedw	lpxa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
42	(42, 42)	42.0	42.0		('yedw', 'cusa')	True	2834.0	('yedw', 'cusa')		[(0, 0.018322256276956692, 0.83608360237896417), (10, 0.27330115663089616, 0.034613099691648302), (20, 0.22459193544409337, 0.093035465328679193), (30, -0.07830527514476962, 0.51627495653418065), (60, -0.32138182736366205, 0.068192149072272987), (90, -0.33474262985803482, 0.20504630268982965)]	['+']	yedw	cusa	yedw	49.0	cusa	49.0	yedw	cusa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
43	(43, 43)	43.0	43.0		('gade', 'cuss')	False												gade	cuss	11	4	0	1	34	0.5357960839211029	0.4488491048593351
44	(44, 44)	44.0	44.0		('yedw', 'cusr')	True	202.0	('yedw', 'cusr')		[(0, -0.13933942798930637, 0.11385675506028906), (10, -0.39895454705833172, 0.0015912874862403987), (20, -0.53483588064520693, 1.8201317458100003e-05), (30, -0.3034739363998758, 0.010090570775537313), (60, 0.11568989375636479, 0.52144423576783705), (90, 0.22159240063380847, 0.40948636355031631)]	['+']	yedw	cusr	yedw	49.0	cusr	49.0	yedw	cusr	11	4	0	1	34	0.5357960839211029	0.4488491048593351
45	(45, 45)	45.0	45.0		('yedw', 'cyoa')	True	2839.0	('yedw', 'cyoa')		[(0, 0.075108428548660774, 0.39571584590529274), (10, -0.28420991021387076, 0.027752190136137313), (20, -0.41144123710804781, 0.0014748149861012218), (30, -0.035568965130572346, 0.76838902159853228), (60, 0.3950121903608152, 0.022900602190524307), (90, 0.16848920779711135, 0.53277722461333099)]	['-']	yedw	cyoa	yedw	49.0	cyoa	49.0	yedw	cyoa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
46	(46, 46)	46.0	46.0		('yedw', 'cusb')	True	2835.0	('yedw', 'cusb')	60.0	[(0, -0.12328418669035525, 0.16228825109837816), (10, -0.038153957213169012, 0.7722540981195265), (20, 0.021697964403718035, 0.87271914957951191), (30, -0.071116820613851592, 0.55562553912018875), (60, -0.70912021983927154, 3.8491837489298468e-06), (90, -0.73345415412912796, 0.0012232049453910943)]	['+']	yedw	cusb	yedw	49.0	cusb	49.0	yedw	cusb	11	4	0	1	34	0.5357960839211029	0.4488491048593351
47	(47, 47)	47.0	47.0		('cusr', 'cusb')	True	1038.0	('cusr', 'cusb')		[(0, 0.19227648096081359, 0.028407839451486075), (10, 0.2542444242688493, 0.04996259903408741), (20, 0.21231882895433249, 0.11283104000778481), (30, -0.14392524270043586, 0.23112892981622657), (60, -0.48933579892964657, 0.0038516169114403962), (90, 0.23002255557532189, 0.39142665076705696)]	['+']	cusr	cusb	cusr	49.0	cusb	49.0	cusr	cusb	11	4	0	1	34	0.5357960839211029	0.4488491048593351
48	(48, 48)	48.0	48.0		('yedw', 'cyoe')	True	2843.0	('yedw', 'cyoe')		[(0, -0.14642933665769428, 0.096432659177411326), (10, -0.38815087557422162, 0.0021804813086154858), (20, -0.48234301860915191, 0.00014499337749481362), (30, -0.25150327727259086, 0.034368192429889456), (60, 0.43966089615840737, 0.010462694215740861), (90, 0.14810148774858242, 0.5841141072650704)]	['-']	yedw	cyoe	yedw	49.0	cyoe	49.0	yedw	cyoe	11	4	0	1	34	0.5357960839211029	0.4488491048593351
49	(49, 49)	49.0	49.0		('gade', 'cusa')	False												gade	cusa	11	4	0	1	34	0.5357960839211029	0.4488491048593351
50	(50, 50)	50.0	50.0		('yedw', 'cyod')	True	2842.0	('yedw', 'cyod')		[(0, -0.15410028129406986, 0.080029328656320842), (10, -0.41010501307224467, 0.001136862225111851), (20, -0.52715993050510934, 2.5195450735898412e-05), (30, -0.26666922314421831, 0.024577053304361562), (60, 0.47405558073447113, 0.0053201204256773634), (90, 0.23202256785845946, 0.38720613719905894)]	['-']	yedw	cyod	yedw	49.0	cyod	49.0	yedw	cyod	11	4	0	1	34	0.5357960839211029	0.4488491048593351
51	(51, 51)	51.0	51.0		('gade', 'cusc')	False												gade	cusc	11	4	0	1	34	0.5357960839211029	0.4488491048593351
52	(52, 52)	52.0	52.0		('yedw', 'gade')	False												yedw	gade	11	4	0	1	34	0.5357960839211029	0.4488491048593351
53	(53, 53)	53.0	53.0		('yedw', 'cusf')	True	2837.0	('yedw', 'cusf')		[(0, -0.16802890361280798, 0.056013503142808299), (10, -0.23694510402657265, 0.068331664925331353), (20, -0.22613629183573208, 0.090749800493090921), (30, -0.1786942434685676, 0.13595947758220644), (60, -0.48464985839861702, 0.0042592750245608645), (90, -0.48402900620846201, 0.057461940743733654)]	['+']	yedw	cusf	yedw	49.0	cusf	49.0	yedw	cusf	11	4	0	1	34	0.5357960839211029	0.4488491048593351
54	(54, 54)	54.0	54.0		('gade', 'cusf')	False												gade	cusf	11	4	0	1	34	0.5357960839211029	0.4488491048593351
55	(55, 55)	55.0	55.0		('yedw', 'cyoc')	True	2841.0	('yedw', 'cyoc')		[(0, -0.10847545460086029, 0.21926165774399181), (10, -0.38620092404261425, 0.002305487357309633), (20, -0.50081819909579117, 7.2581135714315913e-05), (30, -0.23129166739260262, 0.052293629628343122), (60, 0.45628422942798164, 0.0076094506741590353), (90, 0.16481739181290989, 0.54187089766147722)]	['-']	yedw	cyoc	yedw	49.0	cyoc	49.0	yedw	cyoc	11	4	0	1	34	0.5357960839211029	0.4488491048593351
56	(56, 56)	56.0	56.0		('yedw', 'cyob')	True	2840.0	('yedw', 'cyob')		[(0, -0.054330321518294804, 0.53926039683960858), (10, -0.36078702650000277, 0.0046270243950015284), (20, -0.4791907199217843, 0.00016253029158942194), (30, -0.19210183147588311, 0.10850826799008814), (60, 0.50235607799027582, 0.0028906995919234725), (90, 0.26938479513917091, 0.31300171945670829)]	['-']	yedw	cyob	yedw	49.0	cyob	49.0	yedw	cyob	11	4	0	1	34	0.5357960839211029	0.4488491048593351
