RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
23	(23, 23)	23.0	23.0		('fliz', 'flii')	False												fliz	flii	csgd	3	1	2	24	0.4449295457989803	0.359375
24	(24, 24)	24.0	24.0		('csgd', 'yccj')	True	1022.0	('csgd', 'yccj')	0.0	[(0, 0.64302887005851905, 1.6012122865052568e-16), (10, 0.64180844479009314, 3.2722515734224638e-08), (20, 0.43452031393914609, 0.00073189589101001207), (30, 0.087892364653156516, 0.46608671263439494), (60, 0.17061684086308002, 0.34246154029194698), (90, -0.54186802401148659, 0.030147469591887945)]	['+']	csgd	yccj	csgd	28.0	yccj	28.0	csgd	yccj	csgd	3	1	2	24	0.4449295457989803	0.359375
25	(25, 25)	25.0	25.0		('fliz', 'flik')	False												fliz	flik	csgd	3	1	2	24	0.4449295457989803	0.359375
26	(26, 26)	26.0	26.0		('fliz', 'yccj')	False												fliz	yccj	csgd	3	1	2	24	0.4449295457989803	0.359375
27	(27, 27)	27.0	27.0		('csgd', 'wrba')	True	1021.0	('csgd', 'wrba')	0.0	[(0, 0.59433467521220695, 9.0233886601275719e-14), (10, 0.60305338931028807, 3.4106955109836677e-07), (20, 0.39968779236215962, 0.002068512687150532), (30, 0.029443671275307309, 0.80742762866064499), (60, 0.17004706365435854, 0.34409993626599933), (90, -0.5372555012529483, 0.031863895805639711)]	['+']	csgd	wrba	csgd	28.0	wrba	28.0	csgd	wrba	csgd	3	1	2	24	0.4449295457989803	0.359375
28	(28, 28)	28.0	28.0		('fliz', 'flih')	False												fliz	flih	csgd	3	1	2	24	0.4449295457989803	0.359375
29	(29, 29)	29.0	29.0		('fliz', 'wrba')	False												fliz	wrba	csgd	3	1	2	24	0.4449295457989803	0.359375
30	(30, 30)	30.0	30.0		('csgd', 'pepd')	True	1020.0	('csgd', 'pepd')		[(0, 0.021069712046524722, 0.81192926896081719), (10, -0.0071299248349207542, 0.95688175054853997), (20, -0.12005411828234178, 0.37371763568656324), (30, -0.36421650214546913, 0.0017934107365749059), (60, -0.38527500557497246, 0.026817510738895909), (90, 0.13650773685029208, 0.61418495955220143)]	['-']	csgd	pepd	csgd	28.0	pepd	28.0	csgd	pepd	csgd	3	1	2	24	0.4449295457989803	0.359375
31	(31, 31)	31.0	31.0		('fliz', 'pepd')	False												fliz	pepd	csgd	3	1	2	24	0.4449295457989803	0.359375
32	(32, 32)	32.0	32.0		('fliz', 'yhbs')	False												fliz	yhbs	csgd	3	1	2	24	0.4449295457989803	0.359375
33	(33, 33)	33.0	33.0		('fliz', 'csgb')	False												fliz	csgb	csgd	3	1	2	24	0.4449295457989803	0.359375
34	(34, 34)	34.0	34.0		('fliz', 'csgg')	False												fliz	csgg	csgd	3	1	2	24	0.4449295457989803	0.359375
35	(35, 35)	35.0	35.0		('fliz', 'yhbt')	False												fliz	yhbt	csgd	3	1	2	24	0.4449295457989803	0.359375
36	(36, 36)	36.0	36.0		('fliz', 'csga')	False												fliz	csga	csgd	3	1	2	24	0.4449295457989803	0.359375
37	(37, 37)	37.0	37.0		('csgd', 'flij')	True	1017.0	('csgd', 'flij')	0.0	[(0, -0.37695456334932814, 9.8412828674286257e-06), (10, -0.41746446257684866, 0.00090478571498014125), (20, -0.35888029393122617, 0.0061171618521869168), (30, -0.17456933428841651, 0.14538033316385576), (60, 0.023803603428070134, 0.89538990934467289), (90, 0.30639014116579943, 0.24842918465681463)]	['-']	csgd	flij	csgd	28.0	flij	28.0	csgd	flij	csgd	3	1	2	24	0.4449295457989803	0.359375
38	(38, 38)	38.0	38.0		('csgd', 'flgm')	True	1009.0	('csgd', 'flgm')		[(0, -0.20539601016193426, 0.019062361170293796), (10, -0.37982955711379013, 0.0027596937901035834), (20, -0.39504331609371957, 0.0023565442839058107), (30, -0.24822158374546957, 0.036868770290573873), (60, -0.082023245764843017, 0.64998326965024378), (90, 0.29203041802127738, 0.2724177151465591)]	['-']	csgd	flgm	csgd	28.0	flgm	28.0	csgd	flgm	csgd	3	1	2	24	0.4449295457989803	0.359375
39	(39, 39)	39.0	39.0		('csgd', 'flie')	True	1012.0	('csgd', 'flie')		[(0, -0.28985868897001499, 0.00082255646519447702), (10, -0.25068149568634535, 0.05337263601207401), (20, -0.27532333817624577, 0.03818701758126692), (30, -0.12639140305281069, 0.29357635596388498), (60, -0.11883397175253821, 0.51010931202965948), (90, 0.2747567836046711, 0.30307074984133547)]	['-']	csgd	flie	csgd	28.0	flie	28.0	csgd	flie	csgd	3	1	2	24	0.4449295457989803	0.359375
40	(40, 40)	40.0	40.0		('csgd', 'fliz')	True	69.0	('csgd', 'fliz')	10.0	[(0, -0.39725007870157986, 2.8736624851682439e-06), (10, -0.68702054687376224, 1.3491869972570075e-09), (20, -0.65700527023526178, 2.84773891388335e-08), (30, -0.40201281198092864, 0.00051058850827045824), (60, -0.038265708008620794, 0.83255868739586125), (90, 0.30456164643927686, 0.25140829231045969)]	['-']	csgd	fliz	csgd	28.0	fliz	28.0	csgd	fliz	csgd	3	1	2	24	0.4449295457989803	0.359375
41	(41, 41)	41.0	41.0		('csgd', 'flia')	True	1011.0	('csgd', 'flia')	10.0	[(0, -0.32828154257113218, 0.00013725341165811666), (10, -0.62913446671405726, 7.2979013470671329e-08), (20, -0.63786667831705068, 9.4646332037112748e-08), (30, -0.33012123723322462, 0.0049301794854037101), (60, -0.039407317541095672, 0.82763680891993041), (90, 0.37095633065075717, 0.1572059822143404)]	['-']	csgd	flia	csgd	28.0	flia	28.0	csgd	flia	csgd	3	1	2	24	0.4449295457989803	0.359375
42	(42, 42)	42.0	42.0		('csgd', 'flif')	True	1013.0	('csgd', 'flif')	10.0	[(0, -0.40570320912497304, 1.6792487894966313e-06), (10, -0.59973266233634137, 4.1101064474206887e-07), (20, -0.54681160089158132, 1.0783924998257394e-05), (30, -0.24385313797598768, 0.040430872796825654), (60, -0.00052086801434067357, 0.99770466404527836), (90, 0.25340508298083825, 0.34364876678137085)]	['-']	csgd	flif	csgd	28.0	flif	28.0	csgd	flif	csgd	3	1	2	24	0.4449295457989803	0.359375
43	(43, 43)	43.0	43.0		('csgd', 'flgn')	True	1010.0	('csgd', 'flgn')	10.0	[(0, -0.31144795638086342, 0.00030988453256326981), (10, -0.62577474792727694, 8.972820260201023e-08), (20, -0.61023657402873888, 4.6638869172105781e-07), (30, -0.36465193365383142, 0.0017691165405017944), (60, -0.065084002856432663, 0.71896314584783394), (90, 0.2955585541509968, 0.26639795834823404)]	['-']	csgd	flgn	csgd	28.0	flgn	28.0	csgd	flgn	csgd	3	1	2	24	0.4449295457989803	0.359375
44	(44, 44)	44.0	44.0		('csgd', 'flig')	True	1014.0	('csgd', 'flig')	10.0	[(0, -0.37906752546078853, 8.6903485313661414e-06), (10, -0.54381799227418381, 7.1016642163936822e-06), (20, -0.54078682842703474, 1.406780907051901e-05), (30, -0.25890819242546048, 0.029242783337552914), (60, 0.067795483135550422, 0.70775682668074724), (90, 0.3013637099404548, 0.2566715336887419)]	['-']	csgd	flig	csgd	28.0	flig	28.0	csgd	flig	csgd	3	1	2	24	0.4449295457989803	0.359375
45	(45, 45)	45.0	45.0		('csgd', 'flik')	True	1018.0	('csgd', 'flik')	0.0	[(0, -0.38435633074726266, 6.3413391775852022e-06), (10, -0.50288029098040266, 4.2244631533733678e-05), (20, -0.50552700210101509, 6.0455542873479971e-05), (30, -0.25697675850485235, 0.030513309104334311), (60, 0.029860904161362688, 0.86897531741706135), (90, 0.32566431139079688, 0.21836406012432738)]	['-']	csgd	flik	csgd	28.0	flik	28.0	csgd	flik	csgd	3	1	2	24	0.4449295457989803	0.359375
46	(46, 46)	46.0	46.0		('csgd', 'flih')	True	1015.0	('csgd', 'flih')	20.0	[(0, -0.36864567213048555, 1.5916261432606356e-05), (10, -0.55638506808264487, 3.9142624086602681e-06), (20, -0.60008752793760656, 8.070699798353491e-07), (30, -0.24850812067647929, 0.036644562543769646), (60, 0.08763068319502057, 0.62773000808736168), (90, 0.32595478409080247, 0.2179296067831783)]	['-']	csgd	flih	csgd	28.0	flih	28.0	csgd	flih	csgd	3	1	2	24	0.4449295457989803	0.359375
47	(47, 47)	47.0	47.0		('csgd', 'flii')	True	1016.0	('csgd', 'flii')	20.0	[(0, -0.36904751896917287, 1.5555170184810806e-05), (10, -0.52959221857275351, 1.3549056634157034e-05), (20, -0.54838658474094382, 1.005141152891844e-05), (30, -0.28157134020969798, 0.017369314791784926), (60, 0.071311560212890063, 0.69331461581565712), (90, 0.34661282328358695, 0.18844061544444576)]	['-']	csgd	flii	csgd	28.0	flii	28.0	csgd	flii	csgd	3	1	2	24	0.4449295457989803	0.359375
