Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
20	(20, 20)	20.0	20.0		('ascg', 'ybit')	True	460.0	('ascg', 'ybit')	10.0	[(0, 0.3729128988652099, 1.2454560509107127e-05), (10, 0.6348041767280691, 5.1205807537948047e-08), (20, 0.56971154317565698, 3.7403362167030539e-06), (30, 0.27648788065278729, 0.019591789743746913), (60, -0.19234132605769924, 0.28355583755928393), (90, -0.21924335961627095, 0.4145957405536429)]	['-']	ascg	ybit	ascg	25.0	ybit	25.0	ascg	ybit	43	5	0	0	18	0.557452365162689	0.6987179487179487
21	(21, 21)	21.0	21.0		('prpr', 'ascb')	False												prpr	ascb	43	5	0	0	18	0.557452365162689	0.6987179487179487
22	(22, 22)	22.0	22.0		('phob', 'prpc')	False												phob	prpc	43	5	0	0	18	0.557452365162689	0.6987179487179487
23	(23, 23)	23.0	23.0		('ascg', 'prpe')	False												ascg	prpe	43	5	0	0	18	0.557452365162689	0.6987179487179487
24	(24, 24)	24.0	24.0		('crp', 'phob')	False												crp	phob	43	5	0	0	18	0.557452365162689	0.6987179487179487
25	(25, 25)	25.0	25.0		('ascg', 'phob')	False												ascg	phob	43	5	0	0	18	0.557452365162689	0.6987179487179487
27	(27, 27)	27.0	27.0		('phob', 'prpd')	False												phob	prpd	43	5	0	0	18	0.557452365162689	0.6987179487179487
28	(28, 28)	28.0	28.0		('ascg', 'prpb')	False												ascg	prpb	43	5	0	0	18	0.557452365162689	0.6987179487179487
29	(29, 29)	29.0	29.0		('ascg', 'prpd')	False												ascg	prpd	43	5	0	0	18	0.557452365162689	0.6987179487179487
34	(34, 34)	34.0	34.0		('phob', 'htpg')	False												phob	htpg	43	5	0	0	18	0.557452365162689	0.6987179487179487
35	(35, 35)	35.0	35.0		('prpr', 'crp')	False												prpr	crp	43	5	0	0	18	0.557452365162689	0.6987179487179487
36	(36, 36)	36.0	36.0		('phob', 'prpe')	False												phob	prpe	43	5	0	0	18	0.557452365162689	0.6987179487179487
37	(37, 37)	37.0	37.0		('prpr', 'phob')	False												prpr	phob	43	5	0	0	18	0.557452365162689	0.6987179487179487
38	(38, 38)	38.0	38.0		('phob', 'crp')	False												phob	crp	43	5	0	0	18	0.557452365162689	0.6987179487179487
39	(39, 39)	39.0	39.0		('prpr', 'htpg')	False												prpr	htpg	43	5	0	0	18	0.557452365162689	0.6987179487179487
40	(40, 40)	40.0	40.0		('phob', 'ascg')	False												phob	ascg	43	5	0	0	18	0.557452365162689	0.6987179487179487
41	(41, 41)	41.0	41.0		('prpr', 'ybit')	False												prpr	ybit	43	5	0	0	18	0.557452365162689	0.6987179487179487
42	(42, 42)	42.0	42.0		('ascg', 'prpc')	False												ascg	prpc	43	5	0	0	18	0.557452365162689	0.6987179487179487
43	(43, 43)	43.0	43.0		('phob', 'ybit')	False												phob	ybit	43	5	0	0	18	0.557452365162689	0.6987179487179487
