Dionesus-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
26	(26, 26)	26.0	26.0		('torr', 'yhid')	True	2770.0	('torr', 'yhid')	10.0	[(0, 0.3720060607875329, 1.3124707494953724e-05), (10, 0.74229837528481624, 1.1402759046661609e-11), (20, 0.6193827167159407, 2.7981185285876569e-07), (30, 0.54437269714683145, 9.2369614797686991e-07), (60, 0.5669696764029597, 0.00058100901447364261), (90, -0.28714400379740679, 0.28089026451484556)]	['+']	torr	yhid	torr	11.0	yhid	11.0	torr	yhid	11	4	0	1	44	0.2683997633539895	0.5585359408033826
27	(27, 27)	27.0	27.0		('nhar', 'hdeb')	False												nhar	hdeb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
28	(28, 28)	28.0	28.0		('rcsb', 'uhpa')	False												rcsb	uhpa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
29	(29, 29)	29.0	29.0		('nhar', 'lola')	False												nhar	lola	11	4	0	1	44	0.2683997633539895	0.5585359408033826
30	(30, 30)	30.0	30.0		('gadx', 'uvry')	False												gadx	uvry	11	4	0	1	44	0.2683997633539895	0.5585359408033826
31	(31, 31)	31.0	31.0		('uvry', 'nhaa')	False												uvry	nhaa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
32	(32, 32)	32.0	32.0		('torr', 'ybas')	False												torr	ybas	11	4	0	1	44	0.2683997633539895	0.5585359408033826
33	(33, 33)	33.0	33.0		('nhar', 'asnb')	False												nhar	asnb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
34	(34, 34)	34.0	34.0		('uvry', 'rpra')	False												uvry	rpra	11	4	0	1	44	0.2683997633539895	0.5585359408033826
35	(35, 35)	35.0	35.0		('uvry', 'uhpt')	True	2806.0	('uvry', 'uhpt')		[(0, -0.3031658468112991, 0.0004546801462656515), (10, 0.39922919100498833, 0.0015783790441105628), (20, 0.21697712579428041, 0.10496875698710606), (30, -0.22856084589670841, 0.055217048565982169), (60, -0.41493359128606011, 0.016347060913907027), (90, -0.65858138696712476, 0.0055347965139447685)]	['+']	uvry	uhpt	uvry	11.0	uhpt	11.0	uvry	uhpt	11	4	0	1	44	0.2683997633539895	0.5585359408033826
36	(36, 36)	36.0	36.0		('uvry', 'yhid')	False												uvry	yhid	11	4	0	1	44	0.2683997633539895	0.5585359408033826
37	(37, 37)	37.0	37.0		('gadx', 'btub')	True	1784.0	('gadx', 'btub')		[(0, -0.33341899472430614, 0.00010602757150718766), (10, -0.28104075663623124, 0.029616207916412673), (20, -0.060804257159721486, 0.65320958325494649), (30, 0.15020421398455142, 0.21119536538449929), (60, -0.45449925980424177, 0.0078799664577408075), (90, -0.23949139788434148, 0.37166474255147874)]	['-']	gadx	btub	gadx	11.0	btub	11.0	gadx	btub	11	4	0	1	44	0.2683997633539895	0.5585359408033826
38	(38, 38)	38.0	38.0		('uvry', 'ydep')	True	2807.0	('uvry', 'ydep')		[(0, 0.14275856171420231, 0.10517048523369785), (10, 0.45251705034014378, 0.00028334116591230418), (20, 0.39800399178784468, 0.002169088111832306), (30, 0.2633140899407832, 0.026510294010844246), (60, -0.32482664813549311, 0.06512326411905657), (90, -0.18298289156737857, 0.49756779967997167)]	['+']	uvry	ydep	uvry	11.0	ydep	11.0	uvry	ydep	11	4	0	1	44	0.2683997633539895	0.5585359408033826
39	(39, 39)	39.0	39.0		('uhpa', 'uspe')	False												uhpa	uspe	11	4	0	1	44	0.2683997633539895	0.5585359408033826
40	(40, 40)	40.0	40.0		('nhar', 'ybas')	False												nhar	ybas	11	4	0	1	44	0.2683997633539895	0.5585359408033826
41	(41, 41)	41.0	41.0		('uvry', 'osmb')	False												uvry	osmb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
42	(42, 42)	42.0	42.0		('uvry', 'gada')	False												uvry	gada	11	4	0	1	44	0.2683997633539895	0.5585359408033826
43	(43, 43)	43.0	43.0		('uhpa', 'tnab')	False												uhpa	tnab	11	4	0	1	44	0.2683997633539895	0.5585359408033826
44	(44, 44)	44.0	44.0		('uvry', 'nhar')	False												uvry	nhar	11	4	0	1	44	0.2683997633539895	0.5585359408033826
45	(45, 45)	45.0	45.0		('nhar', 'uvry')	False												nhar	uvry	11	4	0	1	44	0.2683997633539895	0.5585359408033826
46	(46, 46)	46.0	46.0		('gadx', 'uhpt')	False												gadx	uhpt	11	4	0	1	44	0.2683997633539895	0.5585359408033826
47	(47, 47)	47.0	47.0		('gadx', 'nhaa')	False												gadx	nhaa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
48	(48, 48)	48.0	48.0		('uhpa', 'rara')	False												uhpa	rara	11	4	0	1	44	0.2683997633539895	0.5585359408033826
49	(49, 49)	49.0	49.0		('uvry', 'asnb')	False												uvry	asnb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
50	(50, 50)	50.0	50.0		('gadx', 'asnb')	True	1783.0	('gadx', 'asnb')	30.0	[(0, 0.28875572451400222, 0.00086289349066764724), (10, 0.28597250166704563, 0.02675881029365058), (20, 0.4722700606081961, 0.00020802972165770764), (30, 0.56417433010248541, 2.9950261514963717e-07), (60, 0.10295841779686543, 0.56856615957694401), (90, 0.14643772598307148, 0.58839179839188072)]	['+']	gadx	asnb	gadx	11.0	asnb	11.0	gadx	asnb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
51	(51, 51)	51.0	51.0		('torr', 'ydep')	False												torr	ydep	11	4	0	1	44	0.2683997633539895	0.5585359408033826
52	(52, 52)	52.0	52.0		('uhpa', 'glnk')	False												uhpa	glnk	11	4	0	1	44	0.2683997633539895	0.5585359408033826
53	(53, 53)	53.0	53.0		('uvry', 'torr')	False												uvry	torr	11	4	0	1	44	0.2683997633539895	0.5585359408033826
54	(54, 54)	54.0	54.0		('gadx', 'gada')	True	1787.0	('gadx', 'gada')	60.0	[(0, 0.30725375477774269, 0.00037681671604692339), (10, 0.014146174033870106, 0.91456996194839402), (20, -0.040005486408248005, 0.76764125908813097), (30, 0.11403605776832219, 0.34367806752409802), (60, 0.83207709730924373, 1.957723944474674e-09), (90, 0.85324784647794383, 2.6424689104399831e-05)]	['+']	gadx	gada	gadx	11.0	gada	11.0	gadx	gada	11	4	0	1	44	0.2683997633539895	0.5585359408033826
55	(55, 55)	55.0	55.0		('rcsb', 'ybat')	False												rcsb	ybat	11	4	0	1	44	0.2683997633539895	0.5585359408033826
56	(56, 56)	56.0	56.0		('nhar', 'rara')	False												nhar	rara	11	4	0	1	44	0.2683997633539895	0.5585359408033826
57	(57, 57)	57.0	57.0		('gadx', 'lola')	False												gadx	lola	11	4	0	1	44	0.2683997633539895	0.5585359408033826
58	(58, 58)	58.0	58.0		('torr', 'rara')	False												torr	rara	11	4	0	1	44	0.2683997633539895	0.5585359408033826
59	(59, 59)	59.0	59.0		('gadx', 'osmc')	False												gadx	osmc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
60	(60, 60)	60.0	60.0		('gadx', 'osmb')	False												gadx	osmb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
61	(61, 61)	61.0	61.0		('gadx', 'rara')	False												gadx	rara	11	4	0	1	44	0.2683997633539895	0.5585359408033826
62	(62, 62)	62.0	62.0		('nhar', 'yhid')	False												nhar	yhid	11	4	0	1	44	0.2683997633539895	0.5585359408033826
63	(63, 63)	63.0	63.0		('nhar', 'muri')	False												nhar	muri	11	4	0	1	44	0.2683997633539895	0.5585359408033826
64	(64, 64)	64.0	64.0		('rcsb', 'gadc')	True	2659.0	('rcsb', 'gadc')		[(0, 0.24252149081597318, 0.0054343153707975145), (10, 0.3348851830609198, 0.0089114347699071478), (20, 0.34572604218341163, 0.0084356597540288063), (30, 0.3755618843105144, 0.0012492601763235119), (60, -0.089050269063893434, 0.62214603832149695), (90, 0.022943513805860988, 0.93278623898146373)]	['+']	rcsb	gadc	rcsb	11.0	gadc	11.0	rcsb	gadc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
65	(65, 65)	65.0	65.0		('uhpa', 'rcsb')	False												uhpa	rcsb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
66	(66, 66)	66.0	66.0		('uhpa', 'sra')	False												uhpa	sra	11	4	0	1	44	0.2683997633539895	0.5585359408033826
67	(67, 67)	67.0	67.0		('gadx', 'ybat')	True	1803.0	('gadx', 'ybat')	0.0	[(0, 0.54779306830754526, 1.5296859341059886e-11), (10, 0.45804549393210786, 0.00023319515356179946), (20, 0.2634884443494977, 0.047661962172395399), (30, 0.13773208713717894, 0.25203512023478081), (60, 0.7086055319918444, 3.9402463463589524e-06), (90, 0.70261573923899889, 0.002402990794257986)]	['+']	gadx	ybat	gadx	11.0	ybat	11.0	gadx	ybat	11	4	0	1	44	0.2683997633539895	0.5585359408033826
68	(68, 68)	68.0	68.0		('uvry', 'rara')	False												uvry	rara	11	4	0	1	44	0.2683997633539895	0.5585359408033826
69	(69, 69)	69.0	69.0		('rcsb', 'ybas')	False												rcsb	ybas	11	4	0	1	44	0.2683997633539895	0.5585359408033826
70	(70, 70)	70.0	70.0		('uvry', 'tord')	False												uvry	tord	11	4	0	1	44	0.2683997633539895	0.5585359408033826
71	(71, 71)	71.0	71.0		('uvry', 'osmc')	False												uvry	osmc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
72	(72, 72)	72.0	72.0		('gadx', 'yhid')	True	1804.0	('gadx', 'yhid')	60.0	[(0, 0.33311304655866542, 0.00010768380038459026), (10, 0.14620169194431792, 0.26499922452577651), (20, 0.10112577336844433, 0.45416462629753385), (30, 0.26794480644137708, 0.02387408105238089), (60, 0.81000476646950537, 1.1276090442912684e-08), (90, 0.84792116806988393, 3.3415050368549803e-05)]	['+-']	gadx	yhid	gadx	11.0	yhid	11.0	gadx	yhid	11	4	0	1	44	0.2683997633539895	0.5585359408033826
73	(73, 73)	73.0	73.0		('uvry', 'hdeb')	False												uvry	hdeb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
74	(74, 74)	74.0	74.0		('nhar', 'gada')	False												nhar	gada	11	4	0	1	44	0.2683997633539895	0.5585359408033826
75	(75, 75)	75.0	75.0		('rcsb', 'tnaa')	False												rcsb	tnaa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
76	(76, 76)	76.0	76.0		('uvry', 'ybas')	False												uvry	ybas	11	4	0	1	44	0.2683997633539895	0.5585359408033826
77	(77, 77)	77.0	77.0		('uhpa', 'btub')	False												uhpa	btub	11	4	0	1	44	0.2683997633539895	0.5585359408033826
78	(78, 78)	78.0	78.0		('gadx', 'gadb')	True	1788.0	('gadx', 'gadb')	60.0	[(0, 0.30723539346524287, 0.00037713706104130091), (10, 0.021136811670520176, 0.87264572640069571), (20, -0.1009272065003433, 0.45505585214687883), (30, 0.059271155222719071, 0.62343010942009802), (60, 0.76966170035859482, 1.6473287807944116e-07), (90, 0.77946330856089852, 0.00037112775413833518)]	['+']	gadx	gadb	gadx	11.0	gadb	11.0	gadx	gadb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
79	(79, 79)	79.0	79.0		('uvry', 'bdm')	False												uvry	bdm	11	4	0	1	44	0.2683997633539895	0.5585359408033826
80	(80, 80)	80.0	80.0		('nhar', 'rcsb')	False												nhar	rcsb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
81	(81, 81)	81.0	81.0		('nhar', 'osmb')	False												nhar	osmb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
82	(82, 82)	82.0	82.0		('rcsb', 'tnac')	False												rcsb	tnac	11	4	0	1	44	0.2683997633539895	0.5585359408033826
83	(83, 83)	83.0	83.0		('gadx', 'torc')	False												gadx	torc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
84	(84, 84)	84.0	84.0		('uhpa', 'tnac')	False												uhpa	tnac	11	4	0	1	44	0.2683997633539895	0.5585359408033826
85	(85, 85)	85.0	85.0		('gadx', 'ybas')	True	1802.0	('gadx', 'ybas')	0.0	[(0, 0.5162932511834758, 3.2300994178708788e-10), (10, 0.23262902500439592, 0.073669891631844051), (20, 0.056101561144113264, 0.67850762142556431), (30, 0.20298186736580182, 0.089560645361830393), (60, 0.71775532081208648, 2.5806571107169212e-06), (90, 0.71928893992811127, 0.0016857868927915884)]	['+']	gadx	ybas	gadx	11.0	ybas	11.0	gadx	ybas	11	4	0	1	44	0.2683997633539895	0.5585359408033826
86	(86, 86)	86.0	86.0		('gadx', 'rcsb')	False												gadx	rcsb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
87	(87, 87)	87.0	87.0		('gadx', 'bdm')	False												gadx	bdm	11	4	0	1	44	0.2683997633539895	0.5585359408033826
88	(88, 88)	88.0	88.0		('torr', 'rpra')	False												torr	rpra	11	4	0	1	44	0.2683997633539895	0.5585359408033826
89	(89, 89)	89.0	89.0		('nhar', 'lon')	False												nhar	lon	11	4	0	1	44	0.2683997633539895	0.5585359408033826
90	(90, 90)	90.0	90.0		('rcsb', 'ydep')	True	2670.0	('rcsb', 'ydep')		[(0, -0.12813860708522323, 0.14625407138829552), (10, 0.064315611206842094, 0.62539918844646669), (20, -0.091541415288118461, 0.49825683102355778), (30, -0.15231095089456143, 0.20478805034154249), (60, -0.30098528844974692, 0.088739444516033841), (90, -0.070306090749952962, 0.79584238992379341)]	['+']	rcsb	ydep	rcsb	11.0	ydep	11.0	rcsb	ydep	11	4	0	1	44	0.2683997633539895	0.5585359408033826
91	(91, 91)	91.0	91.0		('gadx', 'glnk')	True	1791.0	('gadx', 'glnk')		[(0, -0.12521063787924913, 0.15577508012941682), (10, -0.339648665940461, 0.007930930208727132), (20, -0.33907574172373184, 0.0098748473080840522), (30, 0.057813833145243743, 0.63200832220218861), (60, -0.023965035201245873, 0.89468438050054544), (90, 0.071562779952485348, 0.79226687650217398)]	['+']	gadx	glnk	gadx	11.0	glnk	11.0	gadx	glnk	11	4	0	1	44	0.2683997633539895	0.5585359408033826
92	(92, 92)	92.0	92.0		('nhar', 'tnab')	False												nhar	tnab	11	4	0	1	44	0.2683997633539895	0.5585359408033826
93	(93, 93)	93.0	93.0		('torr', 'lon')	False												torr	lon	11	4	0	1	44	0.2683997633539895	0.5585359408033826
94	(94, 94)	94.0	94.0		('uvry', 'btub')	False												uvry	btub	11	4	0	1	44	0.2683997633539895	0.5585359408033826
95	(95, 95)	95.0	95.0		('gadx', 'tora')	False												gadx	tora	11	4	0	1	44	0.2683997633539895	0.5585359408033826
96	(96, 96)	96.0	96.0		('torr', 'gada')	True	2761.0	('torr', 'gada')	10.0	[(0, 0.44175667977343303, 1.4297377782087785e-07), (10, 0.79438351999394774, 3.600886809615072e-14), (20, 0.66173025953663855, 2.0890783673690042e-08), (30, 0.56406298146898781, 3.0146755345388433e-07), (60, 0.63862824781940497, 6.3503412062833472e-05), (90, -0.29669921835203322, 0.26446927394602321)]	['-']	torr	gada	torr	11.0	gada	11.0	torr	gada	11	4	0	1	44	0.2683997633539895	0.5585359408033826
97	(97, 97)	97.0	97.0		('uvry', 'torc')	False												uvry	torc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
98	(98, 98)	98.0	98.0		('uvry', 'lola')	False												uvry	lola	11	4	0	1	44	0.2683997633539895	0.5585359408033826
99	(99, 99)	99.0	99.0		('uhpa', 'rpos')	False												uhpa	rpos	11	4	0	1	44	0.2683997633539895	0.5585359408033826
100	(100, 100)	100.0	100.0		('nhar', 'tord')	False												nhar	tord	11	4	0	1	44	0.2683997633539895	0.5585359408033826
101	(101, 101)	101.0	101.0		('uhpa', 'gadc')	False												uhpa	gadc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
102	(102, 102)	102.0	102.0		('torr', 'muri')	False												torr	muri	11	4	0	1	44	0.2683997633539895	0.5585359408033826
103	(103, 103)	103.0	103.0		('uhpa', 'tnaa')	False												uhpa	tnaa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
104	(104, 104)	104.0	104.0		('torr', 'uvry')	False												torr	uvry	11	4	0	1	44	0.2683997633539895	0.5585359408033826
105	(105, 105)	105.0	105.0		('gadx', 'tord')	False												gadx	tord	11	4	0	1	44	0.2683997633539895	0.5585359408033826
106	(106, 106)	106.0	106.0		('gadx', 'lon')	True	1795.0	('gadx', 'lon')	30.0	[(0, -0.2383671807551169, 0.0063135313130488341), (10, -0.25784558311669403, 0.046698856376848411), (20, -0.50391534146683292, 6.4378192744732405e-05), (30, -0.54517074629341455, 8.8393275123866564e-07), (60, -0.35871491600413119, 0.040364908352032887), (90, -0.42633547887373807, 0.099617971854085927)]	['+']	gadx	lon	gadx	11.0	lon	11.0	gadx	lon	11	4	0	1	44	0.2683997633539895	0.5585359408033826
107	(107, 107)	107.0	107.0		('rcsb', 'nhaa')	False												rcsb	nhaa	11	4	0	1	44	0.2683997633539895	0.5585359408033826
108	(108, 108)	108.0	108.0		('rcsb', 'btub')	False												rcsb	btub	11	4	0	1	44	0.2683997633539895	0.5585359408033826
109	(109, 109)	109.0	109.0		('rcsb', 'torr')	False												rcsb	torr	11	4	0	1	44	0.2683997633539895	0.5585359408033826
110	(110, 110)	110.0	110.0		('nhar', 'btub')	False												nhar	btub	11	4	0	1	44	0.2683997633539895	0.5585359408033826
111	(111, 111)	111.0	111.0		('uhpa', 'osmb')	False												uhpa	osmb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
112	(112, 112)	112.0	112.0		('gadx', 'gadc')	True	1789.0	('gadx', 'gadc')	60.0	[(0, 0.37456420766857002, 1.1316334568415871e-05), (10, 0.21094080457855735, 0.10569913038749117), (20, 0.060588213714852901, 0.65436359811655009), (30, 0.071023658883518109, 0.55614476513393196), (60, 0.77623804849748546, 1.1051189913403778e-07), (90, 0.84746009637445374, 3.4086731419456541e-05)]	['+']	gadx	gadc	gadx	11.0	gadc	11.0	gadx	gadc	11	4	0	1	44	0.2683997633539895	0.5585359408033826
113	(113, 113)	113.0	113.0		('uhpa', 'nhar')	False												uhpa	nhar	11	4	0	1	44	0.2683997633539895	0.5585359408033826
114	(114, 114)	114.0	114.0		('nhar', 'rpra')	False												nhar	rpra	11	4	0	1	44	0.2683997633539895	0.5585359408033826
115	(115, 115)	115.0	115.0		('torr', 'ybat')	False												torr	ybat	11	4	0	1	44	0.2683997633539895	0.5585359408033826
116	(116, 116)	116.0	116.0		('torr', 'hdeb')	True	2763.0	('torr', 'hdeb')		[(0, 0.29809951255557304, 0.00057171047340031061), (10, 0.28073871516287124, 0.029799208158808679), (20, 0.29663348919122745, 0.025051314573877118), (30, 0.29857414383153102, 0.011433915202034762), (60, 0.54117277566291433, 0.0011457655719801058), (90, -0.28298727197590789, 0.28822113931659299)]	['+']	torr	hdeb	torr	11.0	hdeb	11.0	torr	hdeb	11	4	0	1	44	0.2683997633539895	0.5585359408033826
117	(117, 117)	117.0	117.0		('rcsb', 'nhar')	False												rcsb	nhar	11	4	0	1	44	0.2683997633539895	0.5585359408033826
118	(118, 118)	118.0	118.0		('gadx', 'torr')	False												gadx	torr	11	4	0	1	44	0.2683997633539895	0.5585359408033826
119	(119, 119)	119.0	119.0		('rcsb', 'gadx')	True	183.0	('rcsb', 'gadx')		[(0, -0.14149245161834467, 0.10832434237936485), (10, -0.078918174068343241, 0.5489233194174955), (20, -0.11151471659575944, 0.40889167265843351), (30, -0.11802500859425996, 0.3269500481797678), (60, -0.065125510433280062, 0.71879115790651715), (90, -0.1073168948295531, 0.69240595466120813)]	['-']	rcsb	gadx	rcsb	11.0	gadx	11.0	rcsb	gadx	11	4	0	1	44	0.2683997633539895	0.5585359408033826
120	(120, 120)	120.0	120.0		('rcsb', 'yhid')	True	2671.0	('rcsb', 'yhid')		[(0, -0.086473168660698568, 0.32794710250326664), (10, 0.37440988799877578, 0.0032069605800128884), (20, 0.31371334642457355, 0.017485251893406065), (30, 0.081601539069672727, 0.49871584464875862), (60, -0.14210784505515114, 0.43017841273608903), (90, -0.11724954075827677, 0.66541362975122875)]	['+']	rcsb	yhid	rcsb	11.0	yhid	11.0	rcsb	yhid	11	4	0	1	44	0.2683997633539895	0.5585359408033826
