Dionesus-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
45	(45, 45)	45.0	45.0		('gade', 'uspe')	False												gade	uspe	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
46	(46, 46)	46.0	46.0		('torr', 'mdtf')	False												torr	mdtf	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
47	(47, 47)	47.0	47.0		('cusr', 'torr')	False												cusr	torr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
48	(48, 48)	48.0	48.0		('gade', 'asnb')	False												gade	asnb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
49	(49, 49)	49.0	49.0		('gadw', 'slp')	False												gadw	slp	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
51	(51, 51)	51.0	51.0		('gadx', 'cyob')	False												gadx	cyob	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
52	(52, 52)	52.0	52.0		('gadw', 'cyob')	False												gadw	cyob	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
53	(53, 53)	53.0	53.0		('gadx', 'cyoa')	False												gadx	cyoa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
54	(54, 54)	54.0	54.0		('gadx', 'cyod')	False												gadx	cyod	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
55	(55, 55)	55.0	55.0		('gadx', 'cyoc')	False												gadx	cyoc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
56	(56, 56)	56.0	56.0		('torr', 'cuss')	False												torr	cuss	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
57	(57, 57)	57.0	57.0		('gadw', 'muri')	False												gadw	muri	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
58	(58, 58)	58.0	58.0		('torr', 'cadb')	False												torr	cadb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
59	(59, 59)	59.0	59.0		('gadx', 'cuss')	False												gadx	cuss	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
60	(60, 60)	60.0	60.0		('gadw', 'cyoa')	False												gadw	cyoa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
61	(61, 61)	61.0	61.0		('gade', 'yhid')	False												gade	yhid	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
62	(62, 62)	62.0	62.0		('gade', 'cyob')	False												gade	cyob	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
63	(63, 63)	63.0	63.0		('gade', 'gadx')	False												gade	gadx	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
64	(64, 64)	64.0	64.0		('gadx', 'tnab')	False												gadx	tnab	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
65	(65, 65)	65.0	65.0		('gade', 'tnac')	False												gade	tnac	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
66	(66, 66)	66.0	66.0		('gadw', 'yedx')	False												gadw	yedx	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
67	(67, 67)	67.0	67.0		('gade', 'cyoa')	False												gade	cyoa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
68	(68, 68)	68.0	68.0		('gadw', 'hdea')	False												gadw	hdea	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
69	(69, 69)	69.0	69.0		('cusr', 'tnac')	False												cusr	tnac	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
70	(70, 70)	70.0	70.0		('gadw', 'mdtf')	False												gadw	mdtf	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
71	(71, 71)	71.0	71.0		('torr', 'lon')	False												torr	lon	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
72	(72, 72)	72.0	72.0		('gadw', 'cada')	False												gadw	cada	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
73	(73, 73)	73.0	73.0		('gade', 'gadw')	False												gade	gadw	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
74	(74, 74)	74.0	74.0		('gadx', 'asnb')	True	1783.0	('gadx', 'asnb')	30.0	[(0, 0.28875572451400222, 0.00086289349066764724), (10, 0.28597250166704563, 0.02675881029365058), (20, 0.4722700606081961, 0.00020802972165770764), (30, 0.56417433010248541, 2.9950261514963717e-07), (60, 0.10295841779686543, 0.56856615957694401), (90, 0.14643772598307148, 0.58839179839188072)]	['+']	gadx	asnb	gadx	11.0	asnb	11.0	gadx	asnb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
75	(75, 75)	75.0	75.0		('gadx', 'cusa')	False												gadx	cusa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
76	(76, 76)	76.0	76.0		('gadw', 'gadc')	False												gadw	gadc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
77	(77, 77)	77.0	77.0		('gade', 'gada')	False												gade	gada	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
78	(78, 78)	78.0	78.0		('cusr', 'gadw')	False												cusr	gadw	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
79	(79, 79)	79.0	79.0		('gade', 'slp')	False												gade	slp	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
81	(81, 81)	81.0	81.0		('gade', 'ybas')	False												gade	ybas	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
82	(82, 82)	82.0	82.0		('gadw', 'hns')	False												gadw	hns	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
83	(83, 83)	83.0	83.0		('gade', 'tnaa')	False												gade	tnaa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
84	(84, 84)	84.0	84.0		('gadx', 'gadc')	True	1789.0	('gadx', 'gadc')	60.0	[(0, 0.37456420766857002, 1.1316334568415871e-05), (10, 0.21094080457855735, 0.10569913038749117), (20, 0.060588213714852901, 0.65436359811655009), (30, 0.071023658883518109, 0.55614476513393196), (60, 0.77623804849748546, 1.1051189913403778e-07), (90, 0.84746009637445374, 3.4086731419456541e-05)]	['+']	gadx	gadc	gadx	11.0	gadc	11.0	gadx	gadc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
85	(85, 85)	85.0	85.0		('gadw', 'hdeb')	False												gadw	hdeb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
86	(86, 86)	86.0	86.0		('gade', 'cyoc')	False												gade	cyoc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
87	(87, 87)	87.0	87.0		('torr', 'slp')	False												torr	slp	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
88	(88, 88)	88.0	88.0		('gadw', 'btub')	False												gadw	btub	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
89	(89, 89)	89.0	89.0		('gadx', 'btub')	True	1784.0	('gadx', 'btub')		[(0, -0.33341899472430614, 0.00010602757150718766), (10, -0.28104075663623124, 0.029616207916412673), (20, -0.060804257159721486, 0.65320958325494649), (30, 0.15020421398455142, 0.21119536538449929), (60, -0.45449925980424177, 0.0078799664577408075), (90, -0.23949139788434148, 0.37166474255147874)]	['-']	gadx	btub	gadx	11.0	btub	11.0	gadx	btub	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
90	(90, 90)	90.0	90.0		('gade', 'btub')	False												gade	btub	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
91	(91, 91)	91.0	91.0		('gade', 'cada')	False												gade	cada	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
92	(92, 92)	92.0	92.0		('torr', 'glnk')	False												torr	glnk	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
93	(93, 93)	93.0	93.0		('gadx', 'yhid')	True	1804.0	('gadx', 'yhid')	60.0	[(0, 0.33311304655866542, 0.00010768380038459026), (10, 0.14620169194431792, 0.26499922452577651), (20, 0.10112577336844433, 0.45416462629753385), (30, 0.26794480644137708, 0.02387408105238089), (60, 0.81000476646950537, 1.1276090442912684e-08), (90, 0.84792116806988393, 3.3415050368549803e-05)]	['+-']	gadx	yhid	gadx	11.0	yhid	11.0	gadx	yhid	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
94	(94, 94)	94.0	94.0		('gadw', 'glnk')	False												gadw	glnk	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
95	(95, 95)	95.0	95.0		('gadw', 'cusb')	False												gadw	cusb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
96	(96, 96)	96.0	96.0		('cusr', 'cuss')	True	1041.0	('cusr', 'cuss')		[(0, 0.29175824310335613, 0.0007571170575469303), (10, 0.0060653119497347582, 0.96331519321146442), (20, 0.076856517883503242, 0.56987184196723728), (30, 0.15764089420457164, 0.1891981853585408), (60, 0.081343233230791304, 0.65270270489294746), (90, 0.62360291016475589, 0.0098444176651050225)]	['+']	cusr	cuss	cusr	49.0	cuss	49.0	cusr	cuss	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
98	(98, 98)	98.0	98.0		('gade', 'mdte')	False												gade	mdte	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
99	(99, 99)	99.0	99.0		('gadw', 'uspe')	False												gadw	uspe	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
100	(100, 100)	100.0	100.0		('gade', 'cadb')	False												gade	cadb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
101	(101, 101)	101.0	101.0		('gade', 'cyod')	False												gade	cyod	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
102	(102, 102)	102.0	102.0		('gadx', 'gada')	True	1787.0	('gadx', 'gada')	60.0	[(0, 0.30725375477774269, 0.00037681671604692339), (10, 0.014146174033870106, 0.91456996194839402), (20, -0.040005486408248005, 0.76764125908813097), (30, 0.11403605776832219, 0.34367806752409802), (60, 0.83207709730924373, 1.957723944474674e-09), (90, 0.85324784647794383, 2.6424689104399831e-05)]	['+']	gadx	gada	gadx	11.0	gada	11.0	gadx	gada	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
103	(103, 103)	103.0	103.0		('gade', 'cyoe')	False												gade	cyoe	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
104	(104, 104)	104.0	104.0		('cusr', 'tnaa')	False												cusr	tnaa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
105	(105, 105)	105.0	105.0		('gade', 'gady')	False												gade	gady	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
106	(106, 106)	106.0	106.0		('gade', 'lon')	False												gade	lon	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
107	(107, 107)	107.0	107.0		('gadw', 'torr')	False												gadw	torr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
108	(108, 108)	108.0	108.0		('gade', 'mdtf')	False												gade	mdtf	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
109	(109, 109)	109.0	109.0		('gade', 'tnab')	False												gade	tnab	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
110	(110, 110)	110.0	110.0		('gade', 'yedx')	False												gade	yedx	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
111	(111, 111)	111.0	111.0		('gade', 'rpos')	False												gade	rpos	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
113	(113, 113)	113.0	113.0		('gadw', 'ybat')	False												gadw	ybat	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
114	(114, 114)	114.0	114.0		('gadx', 'gadb')	True	1788.0	('gadx', 'gadb')	60.0	[(0, 0.30723539346524287, 0.00037713706104130091), (10, 0.021136811670520176, 0.87264572640069571), (20, -0.1009272065003433, 0.45505585214687883), (30, 0.059271155222719071, 0.62343010942009802), (60, 0.76966170035859482, 1.6473287807944116e-07), (90, 0.77946330856089852, 0.00037112775413833518)]	['+']	gadx	gadb	gadx	11.0	gadb	11.0	gadx	gadb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
115	(115, 115)	115.0	115.0		('cusr', 'gady')	False												cusr	gady	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
117	(117, 117)	117.0	117.0		('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
118	(118, 118)	118.0	118.0		('cusr', 'mdte')	False												cusr	mdte	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
119	(119, 119)	119.0	119.0		('gadw', 'tord')	False												gadw	tord	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
121	(121, 121)	121.0	121.0		('gade', 'gadb')	False												gade	gadb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
123	(123, 123)	123.0	123.0		('gade', 'torr')	False												gade	torr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
124	(124, 124)	124.0	124.0		('torr', 'cusr')	False												torr	cusr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
125	(125, 125)	125.0	125.0		('gadx', 'lon')	True	1795.0	('gadx', 'lon')	30.0	[(0, -0.2383671807551169, 0.0063135313130488341), (10, -0.25784558311669403, 0.046698856376848411), (20, -0.50391534146683292, 6.4378192744732405e-05), (30, -0.54517074629341455, 8.8393275123866564e-07), (60, -0.35871491600413119, 0.040364908352032887), (90, -0.42633547887373807, 0.099617971854085927)]	['+']	gadx	lon	gadx	11.0	lon	11.0	gadx	lon	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
127	(127, 127)	127.0	127.0		('gadx', 'tnac')	False												gadx	tnac	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
128	(128, 128)	128.0	128.0		('gade', 'hded')	False												gade	hded	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
129	(129, 129)	129.0	129.0		('gade', 'glnk')	False												gade	glnk	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
130	(130, 130)	130.0	130.0		('gadx', 'cusr')	False												gadx	cusr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
132	(132, 132)	132.0	132.0		('torr', 'mdte')	False												torr	mdte	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
134	(134, 134)	134.0	134.0		('gadx', 'tora')	False												gadx	tora	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
135	(135, 135)	135.0	135.0		('gadx', 'tnaa')	False												gadx	tnaa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
136	(136, 136)	136.0	136.0		('gadw', 'cuss')	False												gadw	cuss	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
137	(137, 137)	137.0	137.0		('cusr', 'tnab')	False												cusr	tnab	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
138	(138, 138)	138.0	138.0		('torr', 'hded')	False												torr	hded	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
139	(139, 139)	139.0	139.0		('gadx', 'tord')	False												gadx	tord	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
140	(140, 140)	140.0	140.0		('gadx', 'torr')	False												gadx	torr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
141	(141, 141)	141.0	141.0		('gade', 'hns')	False												gade	hns	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
142	(142, 142)	142.0	142.0		('cusr', 'gada')	False												cusr	gada	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
143	(143, 143)	143.0	143.0		('cusr', 'ybas')	False												cusr	ybas	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
144	(144, 144)	144.0	144.0		('gade', 'cusb')	False												gade	cusb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
145	(145, 145)	145.0	145.0		('gadx', 'muri')	True	1798.0	('gadx', 'muri')	30.0	[(0, 0.037193265136698413, 0.67439914236886545), (10, 0.21476707638435585, 0.09937836733189237), (20, 0.34514540794178955, 0.0085535984950105438), (30, 0.54330075896484442, 9.7976082126752582e-07), (60, -0.19605700735924156, 0.27417864279173171), (90, 0.091264880580645191, 0.73675835596612904)]	['-']	gadx	muri	gadx	11.0	muri	11.0	gadx	muri	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
146	(146, 146)	146.0	146.0		('torr', 'gadc')	False												torr	gadc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
147	(147, 147)	147.0	147.0		('gadw', 'tora')	False												gadw	tora	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
148	(148, 148)	148.0	148.0		('gadx', 'ybas')	True	1802.0	('gadx', 'ybas')	0.0	[(0, 0.5162932511834758, 3.2300994178708788e-10), (10, 0.23262902500439592, 0.073669891631844051), (20, 0.056101561144113264, 0.67850762142556431), (30, 0.20298186736580182, 0.089560645361830393), (60, 0.71775532081208648, 2.5806571107169212e-06), (90, 0.71928893992811127, 0.0016857868927915884)]	['+']	gadx	ybas	gadx	11.0	ybas	11.0	gadx	ybas	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
149	(149, 149)	149.0	149.0		('cusr', 'muri')	False												cusr	muri	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
150	(150, 150)	150.0	150.0		('gade', 'cusr')	False												gade	cusr	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
151	(151, 151)	151.0	151.0		('gadx', 'cusc')	False												gadx	cusc	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
152	(152, 152)	152.0	152.0		('gadx', 'cusb')	False												gadx	cusb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
153	(153, 153)	153.0	153.0		('cusr', 'gadx')	False												cusr	gadx	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
154	(154, 154)	154.0	154.0		('gade', 'tord')	False												gade	tord	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
155	(155, 155)	155.0	155.0		('cusr', 'gadb')	False												cusr	gadb	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
156	(156, 156)	156.0	156.0		('torr', 'cyoa')	False												torr	cyoa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
157	(157, 157)	157.0	157.0		('cusr', 'cusa')	True	1037.0	('cusr', 'cusa')		[(0, -0.0090312175244135085, 0.91877312428033642), (10, -0.088188702826103083, 0.50282960022896606), (20, -0.026390334451096002, 0.84550067444995514), (30, 0.020507589774320868, 0.86520624816754765), (60, -0.16244555755707926, 0.36641089757690393), (90, 0.37877250968220216, 0.14796614715010842)]	['+']	cusr	cusa	cusr	49.0	cusa	49.0	cusr	cusa	torr	5	0	0	48	0.23420783835660441	0.44620998116760846
